@RELATION ./Datasets/MP3/nominalswap.arff

@ATTRIBUTE "Area Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_9" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_9" REAL
@ATTRIBUTE "Beat Sum Overall Average" REAL
@ATTRIBUTE "Beat Sum Overall Standard Deviation" REAL
@ATTRIBUTE "Compactness Overall Average" REAL
@ATTRIBUTE "Compactness Overall Standard Deviation" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation" REAL
@ATTRIBUTE "LPC Overall Average_0" REAL
@ATTRIBUTE "LPC Overall Average_1" REAL
@ATTRIBUTE "LPC Overall Average_2" REAL
@ATTRIBUTE "LPC Overall Average_3" REAL
@ATTRIBUTE "LPC Overall Average_4" REAL
@ATTRIBUTE "LPC Overall Average_5" REAL
@ATTRIBUTE "LPC Overall Average_6" REAL
@ATTRIBUTE "LPC Overall Average_7" REAL
@ATTRIBUTE "LPC Overall Average_8" REAL
@ATTRIBUTE "LPC Overall Average_9" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_0" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_1" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_2" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_3" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_4" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_5" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_6" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_7" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_8" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_9" REAL
@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_0" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_1" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_10" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_11" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_12" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_2" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_3" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_4" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_5" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_6" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_7" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_8" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_9" REAL
@ATTRIBUTE "Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Average" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Standard Deviation" REAL
@ATTRIBUTE "Relative Difference Function Overall Average" REAL
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation" REAL
@ATTRIBUTE "Root Mean Square Overall Average" REAL
@ATTRIBUTE "Root Mean Square Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Flux Overall Average" REAL
@ATTRIBUTE "Spectral Flux Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Average" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Variability Overall Average" REAL
@ATTRIBUTE "Spectral Variability Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Beat Overall Average" REAL
@ATTRIBUTE "Strongest Beat Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE "Zero Crossings Overall Average" REAL
@ATTRIBUTE "Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE genre {Hip-Hop, Pop, Soundtrack, Instrumental, Folk}
@ATTRIBUTE title STRING

@DATA
2.638,1917000.0,21000000.0,-3676000000000.0,-40260000000000.0,-441000000000000.0,1.409e+19,362300000000000.0,3968000000000000.0,1.852e+22,0.6823,1205.0,7861.0,4619000000.0,40360000000.0,330200000000.0,2.657e+16,369000000000.0,3034000000000.0,2.08e+19,739.7,105.9,1503.0,257.1,0.5496,0.05391,-0.9302,0.4033,0.003418,-0.03281,-0.003757,0.02205,0.02857,0.04433,0.03496,0.0,0.1686,0.3787,0.27,0.2217,0.1753,0.1185,0.09599,0.08882,0.07432,0.0,-144.4,15.73,-0.1447,-0.997,-0.9261,-0.4154,4.911,3.274,1.439,1.556,0.1483,0.3742,0.4043,47.79,9.898,1.37,1.55,1.216,9.247,3.789,2.659,1.874,1.907,1.911,1.99,2.074,0.2647,29.12,1716.0,138000.0,29740000.0,0.1845,30.38,1987.0,159600.0,31660000.0,41.36,68.48,-3.701,1.602,0.161,0.1151,13.98,22.57,0.003985,0.006821,0.1033,0.1808,0.004256,0.00328,96.87,16.66,197.6,326.2,437.0,705.4,554.5,785.4,35.49,50.26,Hip-Hop,010697.mp3
5.742,14020000.0,161800000.0,-196600000000000.0,-2269000000000000.0,-2.619e+16,5.512e+21,2.043e+16,2.359e+17,8.479e+24,1.163,1205.0,18740.0,33800000000.0,457800000000.0,6065000000000.0,1.422e+18,4113000000000.0,54520000000000.0,2.945e+21,1061.0,63.3,1573.0,193.4,0.5765,0.0349,-0.8335,0.2534,-0.2499,0.03916,-0.05969,-0.08224,-0.003129,-0.02669,0.02193,0.0,0.165,0.2892,0.219,0.2154,0.1778,0.1507,0.172,0.1478,0.1301,0.0,-98.58,-0.8694,-1.052,-1.492,-1.385,2.621,1.446,0.6641,0.1795,0.9346,0.6453,0.5602,-0.8246,12.83,5.005,1.947,1.958,1.945,4.237,3.585,3.243,2.251,2.108,2.017,2.187,2.15,0.5734,68.76,4159.0,250700.0,55800000.0,0.2404,20.15,1195.0,118300.0,18600000.0,81.67,69.82,-3.521,1.363,0.1952,0.09201,30.84,23.02,0.005887,0.007381,0.2199,0.1843,0.004681,0.002551,220.6,1.109e-12,464.5,703.2,963.7,719.3,1264.0,703.9,80.92,45.05,Hip-Hop,075373.mp3
2.054,12350000.0,142700000.0,-152400000000000.0,-1761000000000000.0,-2.035e+16,3.763e+21,1.586e+16,1.833e+17,5.807e+24,0.8248,1204.0,10230.0,29720000000.0,298000000000.0,2918000000000.0,1.101e+18,2683000000000.0,26270000000000.0,1.249e+21,313.6,60.4,1806.0,201.4,0.5713,0.06741,-0.9613,0.5102,-0.1384,0.355,-0.0931,0.1492,0.02784,0.1096,0.04687,0.0,0.03652,0.1855,0.2238,0.1594,0.1956,0.1358,0.1458,0.1242,0.1222,0.0,-120.7,8.969,-1.254,0.6883,-0.1211,3.153,1.668,-0.1908,-2.236,-3.633,-4.421,-2.321,-2.022,12.11,3.959,1.878,1.983,1.827,2.561,2.391,2.004,2.188,2.083,2.04,2.379,2.315,0.2065,38.42,2139.0,172700.0,25600000.0,0.09985,11.11,664.2,37420.0,5639000.0,38.13,32.95,-4.774,1.335,0.115,0.0655,14.65,6.466,0.0004714,0.001296,0.07533,0.06067,0.002961,0.001753,215.5,9.167,345.8,198.3,457.8,202.1,567.9,292.2,36.35,18.7,Folk,068838.mp3
6.284,2059000.0,22800000.0,-4240000000000.0,-46950000000000.0,-520000000000000.0,1.746e+19,422600000000000.0,4680000000000000.0,2.371e+22,0.6618,1201.0,10660.0,4946000000.0,49330000000.0,486100000000.0,3.055e+16,444000000000.0,4375000000000.0,3.325e+19,1410.0,25.11,1609.0,161.9,0.4805,0.03715,-0.953,0.5724,-0.2412,0.02134,-0.02964,0.09542,0.09447,0.06335,-0.01784,0.0,0.027,0.2007,0.2372,0.1411,0.1502,0.1168,0.1267,0.1272,0.1147,0.0,-87.3,8.643,-1.268,-1.217,-0.8038,0.6985,1.99,-2.197,1.299,-1.613,-0.8508,-1.103,-0.3321,9.345,2.789,1.661,1.493,1.59,2.628,1.829,2.046,1.781,1.835,1.63,1.734,1.512,0.6271,40.42,2351.0,221900.0,38120000.0,0.09739,9.482,928.5,83470.0,16080000.0,69.91,32.83,-4.554,1.173,0.2301,0.02431,16.33,5.659,0.002496,0.001504,0.1056,0.06123,0.005709,0.0007819,220.6,1.166e-12,313.6,247.1,510.2,176.9,701.2,241.3,44.88,15.44,Folk,011508.mp3
3.503,2364000.0,26770000.0,-5588000000000.0,-63280000000000.0,-716700000000000.0,2.642e+19,569800000000000.0,6453000000000000.0,3.837e+22,0.9305,1208.0,8362.0,5709000000.0,52050000000.0,447700000000.0,4.048e+16,468200000000.0,4026000000000.0,3.596e+19,1008.0,122.3,1750.0,194.2,0.53,0.04116,-0.9669,0.8079,0.06079,0.02198,0.05183,0.04923,0.03886,0.06062,0.06172,0.0,0.01986,0.1606,0.2768,0.1728,0.1527,0.1534,0.1329,0.1211,0.1102,0.0,-110.9,13.74,1.014,-0.2129,-1.467,-4.758,-2.874,-3.901,-2.559,-3.446,-3.77,-2.8,-0.8076,12.7,5.851,2.611,2.556,2.548,4.104,2.65,3.864,2.499,2.422,2.39,3.07,2.298,0.3496,30.11,1376.0,165900.0,29460000.0,0.1244,9.551,894.1,94190.0,17670000.0,37.98,21.66,-4.141,1.168,0.1955,0.06881,17.28,5.56,0.001649,0.002378,0.08701,0.03604,0.005098,0.001885,207.1,20.0,490.4,221.4,540.0,173.7,582.6,188.3,37.28,12.05,Folk,012053.mp3
6.28,16300000.0,187300000.0,-265800000000000.0,-3054000000000000.0,-3.51e+16,8.669e+21,2.75e+16,3.16e+17,1.315e+25,3.086,1203.0,16470.0,39220000000.0,493600000000.0,6171000000000.0,1.919e+18,4434000000000.0,55440000000000.0,3.468e+21,1037.0,530.0,1586.0,172.4,0.6276,0.0795,-0.889,0.3609,-0.2964,0.01268,-0.1731,-0.04235,0.01561,0.01185,0.02105,0.0,0.06404,0.2565,0.2042,0.1648,0.161,0.1868,0.1242,0.09015,0.07713,0.0,-94.01,1.13,-0.6717,-0.0564,-1.125,1.94,4.151,-0.4316,1.539,-0.09806,0.0301,1.086,-1.593,38.08,3.656,1.299,1.264,1.103,1.611,1.746,2.14,1.695,1.703,1.47,1.495,1.278,0.6269,58.56,3399.0,227300.0,44430000.0,0.3363,14.0,1412.0,114100.0,24420000.0,96.55,50.76,-4.604,1.615,0.1775,0.09313,23.99,9.931,0.002703,0.004079,0.1937,0.08805,0.004092,0.002264,211.1,17.29,269.3,387.4,749.8,310.3,1075.0,379.1,68.78,24.26,Folk,088870.mp3
3.217,8371000.0,95990000.0,-70080000000000.0,-803500000000000.0,-9213000000000000.0,1.173e+21,7235000000000000.0,8.296e+16,1.769e+24,0.5757,1207.0,10250.0,20210000000.0,201600000000.0,1967000000000.0,5.075e+17,1815000000000.0,17700000000000.0,5.664e+20,571.2,54.96,1699.0,181.4,0.5426,0.035,-0.9746,0.3899,0.009048,0.1413,0.09131,0.1366,0.06703,0.01645,-0.01153,0.0,0.01653,0.1756,0.2222,0.1517,0.1136,0.1269,0.1428,0.1196,0.1031,0.0,-109.9,12.36,0.5942,-1.789,-1.364,5.342,0.3135,0.3838,0.1545,-3.169,-0.7371,-0.7161,0.3555,11.75,3.05,1.904,1.523,1.658,2.705,2.144,1.932,1.836,1.852,1.735,1.925,1.59,0.3214,37.78,2971.0,336300.0,59730000.0,0.1041,8.939,723.5,65710.0,13130000.0,36.84,20.85,-4.337,1.251,0.143,0.03986,10.84,3.448,0.001116,0.001418,0.05541,0.02344,0.003622,0.001077,206.3,11.31,222.8,112.3,338.7,107.8,491.1,191.8,31.43,12.28,Folk,049845.mp3
1.258,673800.0,7564000.0,-454000000000.0,-5097000000000.0,-57210000000000.0,6.119e+17,45830000000000.0,514500000000000.0,8.655e+20,0.9742,1212.0,10200.0,1633000000.0,15980000000.0,154300000000.0,3302000000000000.0,143800000000.0,1388000000000.0,3.5e+18,135.6,96.03,1852.0,254.4,0.5546,0.07438,-0.9528,0.6063,0.05051,0.1084,-0.02676,0.07921,0.03445,0.08364,0.07253,0.0,0.0947,0.2597,0.2074,0.1677,0.1822,0.1529,0.149,0.1552,0.1277,0.0,-144.1,13.05,-0.7625,-0.6893,0.2916,1.857,1.95,0.5538,0.7088,-0.4255,-0.1867,-1.5,-1.583,25.91,7.301,2.664,2.504,3.295,6.2,3.442,4.05,2.605,2.261,2.196,2.6,2.366,0.125,35.77,2122.0,214800.0,38520000.0,0.106,19.54,1287.0,113300.0,18780000.0,34.97,29.68,-5.743,1.574,0.06554,0.05408,16.49,13.79,0.0003368,0.001043,0.09237,0.09895,0.001692,0.001425,216.2,21.7,387.4,306.1,515.4,431.0,557.9,439.1,35.71,28.1,Folk,003832.mp3
6.051,16430000.0,189000000.0,-270100000000000.0,-3105000000000000.0,-3.57e+16,8.877e+21,2.796e+16,3.215e+17,1.349e+25,1.302,1209.0,18310.0,39740000000.0,529400000000.0,6921000000000.0,1.959e+18,4767000000000.0,62320000000000.0,3.923e+21,1057.0,90.04,1772.0,228.2,0.4956,0.04727,-0.8324,0.302,-0.2969,0.05325,-0.01876,0.1146,0.02842,0.02063,0.06798,0.0,0.1617,0.2623,0.2363,0.2347,0.1774,0.22,0.1461,0.1636,0.1616,0.0,-92.08,2.774,-1.396,-1.071,-1.813,3.506,-0.4203,-0.08938,0.7158,-0.7201,0.2081,-0.5344,0.1362,12.83,3.75,2.214,2.717,2.389,3.726,3.153,3.178,3.0,2.473,2.963,2.769,2.353,0.6037,65.16,3844.0,240500.0,50640000.0,0.2464,18.82,1185.0,103600.0,16270000.0,87.08,49.12,-3.987,1.302,0.1974,0.06396,32.7,20.38,0.003311,0.00415,0.2471,0.1747,0.004764,0.001613,196.1,13.16,478.3,641.7,1022.0,636.8,1290.0,631.2,82.55,40.4,Folk,089484.mp3
2.696,7654000.0,87850000.0,-58580000000000.0,-672400000000000.0,-7718000000000000.0,8.968e+20,6055000000000000.0,6.95e+16,1.356e+24,0.7988,1205.0,16210.0,18450000000.0,229800000000.0,2848000000000.0,4.236e+17,2066000000000.0,25600000000000.0,7.505e+20,205.7,63.26,1717.0,221.2,0.6504,0.05339,-0.9071,0.4745,0.1091,-0.02775,-0.03006,-0.06159,-0.07598,-0.09627,-0.03323,0.0,0.04229,0.2401,0.1803,0.1454,0.1046,0.1028,0.08766,0.07755,0.0781,0.0,-108.4,4.788,-0.8769,-0.02363,-1.116,-2.585,2.432,2.541,-2.135,-3.952,-1.322,-0.0237,-0.8326,12.98,3.433,1.4,1.512,1.43,2.251,2.225,1.933,1.768,1.806,1.698,1.544,1.421,0.2695,56.89,3618.0,330500.0,60810000.0,0.1147,13.78,1131.0,80880.0,15150000.0,91.61,36.2,-4.841,1.423,0.08659,0.03568,26.63,8.036,0.0007829,0.001654,0.1632,0.05088,0.00206,0.0009273,187.6,1.186,631.0,468.5,832.1,251.1,1012.0,247.2,64.76,15.82,Folk,045514.mp3
5.201,7667000.0,88000000.0,-58780000000000.0,-674600000000000.0,-7743000000000000.0,9.012e+20,6075000000000000.0,6.972e+16,1.363e+24,0.4181,1207.0,18020.0,18510000000.0,244400000000.0,3171000000000.0,4.258e+17,2200000000000.0,28550000000000.0,8.372e+20,916.6,77.02,1771.0,197.2,0.5248,0.03956,-0.8131,0.3706,-0.1627,0.1475,-0.001229,-0.24,0.08669,-0.07459,-0.06003,0.0,0.09018,0.2189,0.2312,0.1995,0.1802,0.1735,0.1562,0.1695,0.1536,0.0,-96.22,3.391,3.084,1.227,-2.173,2.042,3.494,0.1585,-3.094,-4.428,0.2062,1.299,-0.941,7.372,2.689,2.276,1.441,1.62,1.99,2.368,2.379,2.415,2.19,1.771,2.629,2.023,0.5191,65.21,3968.0,290900.0,56710000.0,0.1019,12.73,988.4,66470.0,14320000.0,100.2,38.41,-4.474,1.158,0.1858,0.03042,38.11,12.23,0.001226,0.0007722,0.2678,0.1251,0.0046,0.0008176,220.5,1.773,774.4,565.3,1191.0,382.2,1484.0,378.5,95.0,24.22,Folk,045517.mp3
4.746,194000.0,2219000.0,-37640000000.0,-430600000000.0,-4925000000000.0,1.46e+16,3872000000000.0,44290000000000.0,2.186e+19,0.304,1207.0,10090.0,468500000.0,4638000000.0,44810000000.0,272700000000000.0,41710000000.0,403000000000.0,2.983e+17,870.5,51.92,1619.0,149.7,0.5052,0.02989,-0.9497,0.6468,-0.4397,0.3456,-0.009159,0.03889,0.1317,0.09956,-0.06042,0.0,0.01803,0.1249,0.1494,0.1641,0.1574,0.126,0.1033,0.1077,0.1129,0.0,-92.64,8.5,-0.1767,-1.243,-0.8412,2.14,-1.417,-0.1585,1.64,-2.621,-0.4749,3.815,-2.771,8.294,1.866,1.964,1.706,1.473,2.31,1.796,1.71,1.484,1.42,1.734,1.804,1.71,0.4734,37.93,1721.0,130200.0,19610000.0,0.04958,6.505,645.3,52800.0,10620000.0,76.49,26.77,-4.642,1.089,0.1811,0.01873,18.33,3.552,0.001418,0.0006652,0.1068,0.04052,0.004534,0.0006084,220.6,1.081e-12,414.9,226.3,573.0,111.0,760.6,172.3,48.68,11.03,Folk,000716.mp3
3.889,12210000.0,141100000.0,-149000000000000.0,-1723000000000000.0,-1.991e+16,3.638e+21,1.551e+16,1.793e+17,5.621e+24,0.9567,1197.0,8622.0,29230000000.0,274200000000.0,2433000000000.0,1.07e+18,2466000000000.0,21880000000000.0,1.03e+21,847.3,118.7,1860.0,223.2,0.5276,0.04357,-0.9724,0.7049,-0.01949,0.05677,0.001222,-0.08046,0.05776,-0.07359,-0.004526,0.0,0.01289,0.1746,0.1688,0.1544,0.1247,0.1432,0.1452,0.1004,0.13,0.0,-101.8,13.89,-3.83,-0.04304,-0.0768,-1.041,-0.2282,0.9253,0.3414,-1.943,-2.248,-1.269,-0.5759,11.77,2.49,1.587,1.295,1.745,2.436,1.821,2.287,2.059,1.747,1.459,1.909,1.574,0.3875,31.3,1720.0,199800.0,34930000.0,0.1182,6.684,733.7,81600.0,15540000.0,51.27,22.96,-4.511,1.168,0.1757,0.04989,14.2,3.771,0.001056,0.001269,0.08689,0.02884,0.004479,0.001374,219.6,7.965,338.6,202.4,443.9,117.8,529.2,147.5,33.87,9.442,Folk,067764.mp3
1.318,16220000.0,186400000.0,-263100000000000.0,-3024000000000000.0,-3.475e+16,8.536e+21,2.722e+16,3.128e+17,1.295e+25,0.8435,1210.0,12930.0,39250000000.0,435000000000.0,4822000000000.0,1.91e+18,3921000000000.0,43460000000000.0,2.696e+21,92.94,25.65,1641.0,165.0,0.5665,0.08026,-0.8975,0.4986,-0.4418,0.1448,0.1663,0.1768,0.08413,0.05139,0.1416,0.0,0.1697,0.1866,0.3407,0.1849,0.2054,0.2121,0.1612,0.1655,0.183,0.0,-134.9,7.1,-1.458,-0.1405,-2.086,10.76,0.532,-2.831,-0.3456,-2.902,0.858,-2.411,0.1264,16.0,5.898,2.162,2.133,2.319,4.478,3.606,3.496,3.131,2.511,2.79,2.425,2.561,0.1324,47.06,2605.0,190200.0,37250000.0,0.09079,19.96,889.1,108000.0,15110000.0,47.63,40.52,-5.135,1.235,0.0589,0.0326,22.09,21.75,0.0003033,0.0005458,0.1383,0.1597,0.001496,0.0008403,220.4,2.34,450.2,727.6,690.3,679.6,852.1,723.3,54.53,46.29,Folk,087967.mp3
1.999,1729000.0,19180000.0,-2990000000000.0,-33170000000000.0,-368000000000000.0,1.034e+19,298500000000000.0,3311000000000000.0,1.412e+22,0.3561,1207.0,14190.0,4175000000.0,47700000000.0,544600000000.0,2.166e+16,429100000000.0,4899000000000.0,3.134e+19,166.0,17.49,1706.0,159.2,0.5308,0.03681,-0.8229,0.9339,-0.4957,0.2187,0.3274,0.2036,0.04819,0.05831,0.1734,0.0,0.02516,0.02716,0.1517,0.2196,0.1035,0.1296,0.1097,0.07705,0.08908,0.0,-126.5,-11.28,-1.779,-0.7349,1.413,-16.45,7.949,-3.287,-0.0835,-3.33,-0.3574,-0.7489,-2.069,8.634,2.316,1.483,1.612,1.635,1.862,2.139,1.699,1.697,1.777,1.933,2.002,1.553,0.1995,52.86,719.8,52080.0,8411000.0,0.04376,2.647,153.1,16990.0,2892000.0,78.1,24.1,-5.256,1.167,0.08024,0.01753,47.45,3.832,0.0002609,0.0002912,0.2285,0.02391,0.00202,0.0004728,220.2,2.068,1420.0,314.5,1483.0,119.7,1523.0,143.1,97.5,9.156,Folk,010382.mp3
6.025,3893000.0,44360000.0,-15150000000000.0,-172700000000000.0,-1968000000000000.0,1.18e+20,1555000000000000.0,1.772e+16,1.746e+23,1.565,1208.0,10620.0,9403000000.0,94900000000.0,942100000000.0,1.098e+17,854600000000.0,8484000000000.0,1.254e+20,1632.0,202.7,1630.0,192.8,0.5054,0.04603,-0.958,0.4254,-0.07537,0.07226,0.1198,0.0563,-0.00331,0.0248,-0.005874,0.0,0.08374,0.2947,0.2036,0.1532,0.1357,0.116,0.1197,0.1155,0.117,0.0,-94.49,9.653,-0.3082,0.189,-0.9461,3.017,0.1401,0.514,-0.2251,-1.315,0.5557,0.05036,-0.2407,13.11,4.235,1.605,1.461,1.5,3.074,2.981,2.729,1.971,2.19,1.751,1.92,1.676,0.6005,38.7,2708.0,260500.0,48850000.0,0.2051,18.05,1392.0,97510.0,18900000.0,39.87,28.1,-3.847,1.161,0.2518,0.06706,12.46,10.84,0.003579,0.003623,0.07737,0.1074,0.006333,0.001822,218.0,5.04,217.5,217.5,389.4,338.8,531.7,390.8,34.03,25.01,Folk,023014.mp3
5.884,8651000.0,98870000.0,-74840000000000.0,-855400000000000.0,-9776000000000000.0,1.295e+21,7702000000000000.0,8.803e+16,1.933e+24,1.354,1209.0,13390.0,20910000000.0,235300000000.0,2648000000000.0,5.428e+17,2120000000000.0,23860000000000.0,7.855e+20,1222.0,86.14,1625.0,185.9,0.5404,0.05462,-0.9302,0.444,-0.2456,0.003201,-0.0307,0.009105,-0.01483,0.02616,0.06435,0.0,0.06327,0.2321,0.207,0.1308,0.1173,0.1048,0.1064,0.1022,0.09381,0.0,-91.79,4.052,-0.4683,0.5671,-0.008969,1.697,1.976,-0.09052,0.5287,0.5096,0.1879,-0.1941,-0.06304,10.74,3.817,1.777,1.916,2.024,2.651,2.23,2.328,2.597,2.333,2.147,2.343,2.043,0.587,50.22,3162.0,261700.0,48040000.0,0.2109,13.76,1059.0,79940.0,15650000.0,68.5,43.42,-3.852,1.31,0.2148,0.07643,18.3,10.4,0.004015,0.006222,0.1243,0.09656,0.0053,0.002115,220.6,1.081e-12,308.5,408.7,571.9,324.9,817.6,365.2,52.33,23.38,Folk,051919.mp3
2.925,32180000.0,361100000.0,-1035000000000000.0,-1.162e+16,-1.304e+17,6.662e+22,1.046e+17,1.174e+18,9.416e+25,1.155,1207.0,9766.0,77690000000.0,750000000000.0,7052000000000.0,7.499e+18,6742000000000.0,63380000000000.0,7.64e+21,431.6,66.19,1674.0,166.1,0.5704,0.05833,-0.9615,0.5959,0.09415,0.01137,0.04344,-0.04239,0.03467,0.1597,0.01931,0.0,0.07131,0.3018,0.2399,0.1909,0.1311,0.15,0.1363,0.1394,0.1242,0.0,-112.4,13.93,0.4824,0.1677,0.865,-0.1625,1.42,-0.2167,0.6195,0.8395,-1.966,-1.319,-1.184,15.67,4.0,1.96,2.46,2.204,4.127,2.64,2.468,2.202,2.15,1.836,1.741,1.811,0.2912,35.64,2372.0,263000.0,49770000.0,0.1296,16.3,1411.0,132200.0,24630000.0,48.11,29.17,-4.813,1.218,0.132,0.05415,14.88,9.389,0.0006653,0.0009004,0.0891,0.09041,0.003368,0.001429,220.6,1.081e-12,374.5,228.9,464.9,293.4,571.9,352.3,36.6,22.55,Folk,148603.mp3
8.782,9074000.0,103600000.0,-82340000000000.0,-940500000000000.0,-1.074e+16,1.494e+21,8468000000000000.0,9.672e+16,2.227e+24,0.6915,1207.0,11740.0,21910000000.0,231600000000.0,2433000000000.0,5.965e+17,2084000000000.0,21890000000000.0,7.563e+20,3134.0,201.4,1627.0,142.3,0.498,0.03833,-0.9393,0.7338,-0.147,0.1424,-0.05843,0.1225,0.07376,0.07487,0.004792,0.0,0.02811,0.1051,0.1759,0.1153,0.1434,0.1492,0.1196,0.1068,0.1097,0.0,-80.7,4.732,-1.783,0.09331,0.3972,-4.706,-0.5492,-1.914,0.932,1.221,0.4946,-1.345,-1.616,7.695,2.786,1.901,2.086,1.581,2.031,2.078,2.101,2.086,2.071,1.939,1.969,2.12,0.8768,42.55,2059.0,190600.0,31410000.0,0.1038,5.926,414.3,40330.0,7573000.0,73.4,34.95,-3.759,1.179,0.3404,0.06228,22.47,5.838,0.007106,0.005747,0.1239,0.05261,0.008532,0.002011,220.5,1.235,613.0,310.3,702.1,182.4,829.9,218.8,53.11,14.0,Folk,053589.mp3
