@RELATION ./Datasets/MP3/control.arff

@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_0" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_1" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_10" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_11" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_12" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_2" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_3" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_4" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_5" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_6" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_7" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_8" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_9" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_0" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_1" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_10" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_11" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_12" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_2" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_3" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_4" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_5" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_6" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_7" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_8" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_9" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
-86.73,0.5455,-0.5554,0.01681,0.7066,2.609,2.266,0.3288,0.2975,-0.3491,-0.09479,1.113,0.03895,3.389,-86.47,0.3155,-0.584,0.01818,0.7315,2.545,2.353,0.3954,0.3153,-0.3497,-0.1201,1.176,0.09582,864.7,?,?,?,?,25.38,23.47,?,?,?,?,11.61,?,329.1,'[\'Instrumental\']',126180.mp3
-147.1,11.61,-0.8039,-1.319,-0.8326,-1.798,1.177,-2.155,-1.13,-3.261,-5.126,-3.66,-2.828,0.765,-146.9,11.56,-0.7894,-1.419,-1.016,-1.811,1.138,-1.992,-1.201,-3.384,-5.172,-3.652,-2.741,1469.0,115.5,?,?,?,?,?,?,?,33.72,51.66,36.45,?,398.4,'[\'Instrumental\']',126414.mp3
-145.7,18.33,-0.3394,1.262,-0.1471,6.165,1.986,1.061,0.1752,0.7477,2.212,-0.04033,0.04812,0.1848,-145.4,18.21,-0.2833,1.274,-0.1805,6.212,2.026,0.868,0.08622,0.7421,2.2,-0.08478,0.01622,1454.0,182.0,?,?,?,62.05,?,?,?,?,?,?,?,119.4,'[\'Instrumental\']',149142.mp3
-171.7,17.51,-1.242,-2.207,-1.761,3.169,-8.815,-5.214,1.484,0.7905,2.174,-0.3991,-1.759,0.2178,-172.6,17.26,-1.44,-2.372,-1.959,2.78,-9.791,-5.828,1.419,1.056,2.554,-0.4656,-2.014,1726.0,172.5,?,?,?,?,?,?,?,?,?,?,?,516.0,'[\'Instrumental\']',125815.mp3
-158.9,22.63,-0.7614,0.3457,0.007242,7.862,5.092,0.07665,-0.8789,0.06145,-0.3711,0.1527,-0.6603,0.2859,-158.9,22.89,-0.7225,0.2092,-0.1602,8.25,5.199,0.03433,-0.8339,0.175,-0.1904,0.2497,-0.5861,1589.0,228.8,?,?,?,?,51.94,?,?,?,?,?,?,191.1,'[\'Instrumental\']',130929.mp3
-189.6,-7.887,4.819,-3.168,1.462,-9.56,-7.86,2.44,0.7793,-0.9119,4.152,-0.7856,-5.661,0.6398,-190.5,-8.075,4.891,-3.069,1.278,-9.636,-8.055,2.66,1.002,-1.08,4.162,-0.7258,-5.727,1905.0,?,48.81,30.57,?,96.15,80.33,?,?,?,41.36,?,57.18,1294.0,'[\'Instrumental\']',125816.mp3
-156.2,26.62,-1.02,0.4164,0.7471,5.147,1.438,-1.525,-0.1578,0.5548,3.113,-0.3329,-0.9695,?,-156.2,26.71,-0.9128,0.5358,0.7456,5.573,1.676,-1.603,-0.2785,0.4479,3.072,-0.4176,-0.9489,1562.0,267.0,?,?,?,55.59,?,?,?,?,?,?,?,308.6,'[\'Instrumental\']',114239.mp3
-135.2,11.98,-0.4038,-3.76,-1.785,-3.351,0.5081,-1.897,0.9262,-0.4117,3.169,4.117,3.573,0.5701,-135.8,12.06,-0.4662,-3.884,-1.857,-3.503,0.5063,-1.911,0.7716,-0.6052,3.142,4.231,3.712,1357.0,120.6,?,38.78,18.5,?,?,?,?,?,31.33,42.27,37.06,326.8,'[\'Instrumental\']',114534.mp3
-143.9,17.48,1.064,0.8948,-1.344,8.865,-1.38,-0.412,2.301,1.916,0.2452,-1.108,-1.294,0.4397,-144.9,17.44,0.8347,0.74,-1.382,8.937,-1.304,-0.3074,2.391,1.978,0.246,-1.085,-1.312,1449.0,174.3,?,?,?,89.32,?,?,?,?,?,?,?,224.8,'[\'Instrumental\']',141876.mp3
-102.5,8.049,-1.424,-1.075,-1.349,-3.039,3.272,-2.799,0.01687,0.3968,-2.913,0.6276,1.191,2.329,-102.4,7.972,-1.448,-1.136,-1.443,-2.927,3.34,-2.867,0.1441,0.2742,-2.864,0.7742,1.168,1024.0,79.67,?,?,?,?,33.33,28.58,?,?,?,?,?,1298.0,'[\'Instrumental\']',133453.mp3
-141.2,12.54,-1.314,1.029,1.345,1.859,0.6359,-2.395,-0.5214,-0.3318,1.303,-0.9035,0.3028,0.8098,-141.3,12.68,-1.385,1.076,1.569,2.082,0.5219,-2.474,-0.2885,-0.4911,1.194,-0.9175,0.09317,1413.0,126.7,?,?,?,?,?,24.6,?,?,?,?,?,258.3,'[\'Instrumental\']',116487.mp3
-139.2,13.42,-1.582,-0.1397,0.3986,-10.78,-2.7,-3.276,-2.39,-0.4127,1.879,-1.213,0.09744,1.299,-138.6,13.46,-1.608,-0.1657,0.4333,-10.7,-2.709,-3.256,-2.557,-0.6709,1.733,-1.074,0.186,1386.0,134.5,?,?,?,107.0,26.97,32.47,?,?,?,?,?,653.6,'[\'Instrumental\']',123487.mp3
-124.9,6.861,-1.123,-0.7747,-0.2423,1.185,0.271,1.054,0.6695,-1.703,0.644,-0.7479,-0.3046,2.291,-123.0,7.237,-1.218,-0.8786,-0.2565,1.354,0.5635,1.308,0.6666,-1.693,0.6308,-0.6057,-0.0912,1230.0,?,?,?,?,?,?,?,?,?,?,?,?,719.2,'[\'Instrumental\']',117160.mp3
-100.0,7.177,-0.3339,0.0003814,-1.744,-1.936,2.322,-0.5611,-2.742,0.1851,-0.5591,-1.072,-0.2702,2.276,-99.32,7.218,-0.3105,-0.1372,-1.749,-2.135,2.294,-0.5324,-2.669,0.03951,-0.5605,-1.116,-0.1749,993.2,72.16,?,?,?,?,22.88,?,26.61,?,?,?,?,765.8,'[\'Instrumental\']',133457.mp3
-105.2,8.415,-1.684,-0.9883,-0.08486,8.692,0.3385,-1.422,1.31,0.5603,2.687,0.4683,-0.3801,0.7368,-104.0,8.263,-1.678,-0.8586,-0.0651,8.542,0.1976,-1.388,1.445,0.5022,2.555,0.3645,-0.5276,1040.0,82.57,?,?,?,85.38,?,?,?,?,?,?,?,155.2,'[\'Instrumental\']',133969.mp3
-125.7,13.33,-1.069,0.03715,0.4952,3.498,4.265,-1.818,-0.956,-1.485,-0.7056,-1.299,-0.8871,0.6802,-125.1,13.29,-1.067,-0.1195,0.3523,3.61,4.345,-1.747,-0.9418,-1.421,-0.6038,-1.237,-0.8741,1251.0,132.9,?,?,?,36.03,?,?,?,?,?,?,?,218.8,'[\'Instrumental\']',130993.mp3
-85.03,-0.2729,0.3589,0.0209,-0.3234,5.031,2.345,1.059,1.228,-0.5025,0.02932,-1.163,-0.6569,3.368,-84.76,-0.3182,0.3488,0.01205,-0.336,5.123,2.41,1.071,1.18,-0.5226,0.008434,-1.187,-0.6679,847.6,?,?,?,?,51.18,24.03,10.57,11.59,?,?,11.76,6.516,171.8,'[\'Instrumental\']',126182.mp3
-116.3,15.58,-0.5967,-2.106,-0.8518,-3.602,-1.944,-3.245,-0.4861,-2.136,0.6808,0.4251,0.8084,0.9913,-115.9,15.45,-0.5616,-2.112,-0.9356,-3.728,-1.931,-3.259,-0.6518,-2.248,0.6123,0.4447,0.9415,1159.0,154.5,?,21.05,?,37.2,?,32.53,?,22.35,?,?,?,459.8,'[\'Instrumental\']',133975.mp3
-166.9,25.59,-0.3881,-0.5749,-0.3838,4.135,5.554,2.535,1.853,0.1816,1.033,-1.077,0.1426,?,-167.0,25.71,-0.1615,-0.4342,-0.3193,3.624,5.234,2.338,1.723,0.1697,1.286,-1.055,0.4384,1670.0,257.0,?,?,?,?,52.23,23.25,?,?,?,?,?,167.0,'[\'Instrumental\']',119896.mp3
-89.17,1.955,-0.1499,-0.7659,-1.557,-2.497,-0.8305,-1.727,-0.6678,-1.608,0.5562,-1.073,-0.1722,3.052,-88.2,2.204,-0.07813,-0.7688,-1.649,-2.24,-0.7202,-1.725,-0.7944,-1.565,0.4985,-1.164,-0.1768,882.0,?,?,?,16.42,?,?,?,?,15.54,?,?,?,767.9,'[\'Instrumental\']',133974.mp3
-127.4,6.628,-1.625,-1.405,0.907,2.375,4.005,-0.8855,2.211,0.7805,0.6715,1.86,-1.833,1.277,-127.7,6.395,-1.558,-1.329,0.8669,2.698,4.072,-0.7554,2.261,0.5295,0.5138,1.785,-1.746,1277.0,?,?,?,?,?,40.64,?,22.48,?,?,17.72,?,550.9,'[\'Instrumental\']',117610.mp3
-163.2,13.24,0.4721,-1.4,-2.333,-1.73,-9.887,-2.783,0.8453,0.206,0.4408,0.9356,1.546,0.6743,-162.9,13.23,0.5108,-1.453,-2.326,-1.934,-9.901,-2.586,0.9802,0.2025,0.4279,1.062,1.664,1629.0,132.1,?,?,23.17,?,98.86,?,?,?,?,?,?,560.1,'[\'Instrumental\']',125821.mp3
-162.7,-6.081,-0.914,-1.034,0.1667,-0.4971,1.041,5.003,3.685,-1.001,-2.542,-0.1216,-0.2407,2.307,-163.7,-6.799,-0.9236,-1.151,0.2016,-0.7164,0.9,5.097,3.76,-0.9352,-2.492,0.07625,-0.07932,1637.0,?,?,?,?,?,?,50.92,37.54,?,24.85,?,?,720.5,'[\'Instrumental\']',117171.mp3
-104.2,-5.223,0.224,0.1426,0.1241,-3.529,-1.671,-2.448,-0.8057,-2.639,-3.266,-2.019,-2.346,4.202,-104.6,-5.231,0.2051,0.09709,0.1204,-3.57,-1.731,-2.384,-0.7745,-2.648,-3.155,-1.951,-2.375,1046.0,52.13,?,?,?,35.63,17.21,23.72,?,26.37,31.47,19.4,?,1148.0,'[\'Instrumental\']',114223.mp3
-137.7,14.98,-1.435,-0.7574,-0.2523,0.3296,5.124,0.2596,-1.644,-0.62,0.6471,1.998,1.355,0.8375,-137.2,14.71,-1.41,-0.76,-0.329,0.1139,5.081,0.2093,-1.75,-0.6065,0.7168,2.067,1.433,1372.0,147.0,?,?,?,?,50.73,?,?,?,?,20.56,14.14,224.1,'[\'Instrumental\']',119899.mp3
-124.4,10.87,0.4129,0.07594,-0.5588,2.326,1.677,0.8381,0.3753,0.3903,0.4156,-0.208,0.1403,?,-126.0,11.04,0.4437,0.05431,-0.5645,2.057,1.605,0.7099,0.2826,0.3274,0.3729,-0.2089,0.1492,1260.0,110.3,?,?,?,?,?,?,?,?,?,?,?,247.7,'[\'Pop\']',087192.mp3
-91.61,7.537,-0.3874,-0.3225,0.09079,4.101,0.682,0.6224,0.8056,0.3969,-0.1404,-0.7446,0.4635,1.47,-90.73,7.395,-0.4276,-0.2678,0.1605,4.077,0.6296,0.6753,0.7338,0.4247,-0.1961,-0.8264,0.4898,907.2,73.79,?,?,?,40.6,?,?,?,?,?,?,?,248.1,'[\'Pop\']',070424.mp3
-87.41,3.922,-1.1,0.1382,-1.031,0.5945,1.069,-0.9348,-1.123,-0.0273,0.002991,-1.159,-0.7699,2.573,-87.15,3.967,-1.169,0.0922,-1.111,0.6077,1.06,-1.013,-1.212,0.04029,0.08658,-1.122,-0.8009,871.4,39.59,?,?,10.95,?,10.38,?,?,?,?,11.05,?,435.6,'[\'Pop\']',134384.mp3
-106.9,1.314,0.9529,-0.937,-0.6917,0.6579,-0.2457,-0.8137,-1.773,-1.562,-0.06228,0.05569,2.675,2.654,-106.8,1.684,0.938,-1.006,-0.7188,0.8917,-0.1761,-0.713,-1.703,-1.561,-0.1884,0.1033,2.821,1068.0,?,?,?,?,?,?,?,16.87,?,?,?,28.15,654.1,'[\'Pop\']',001666.mp3
-119.5,5.815,-0.2789,-0.2073,-0.7489,1.658,-1.126,-0.9814,0.3392,0.4013,-0.2615,-0.9864,0.01956,1.613,-119.6,5.827,-0.2274,-0.2296,-0.6507,1.407,-1.222,-1.07,0.3406,0.4363,-0.3446,-0.9502,0.002654,1196.0,58.05,?,?,?,?,?,?,?,?,?,?,?,373.3,'[\'Pop\']',012532.mp3
-72.01,1.75,0.3772,-0.5903,-0.5999,1.851,-0.3433,0.431,1.549,0.1529,-0.6829,0.5198,-1.331,3.569,-71.76,1.815,0.3669,-0.5768,-0.5201,1.843,-0.3402,0.4533,1.545,0.1788,-0.7123,0.5278,-1.301,717.6,?,?,?,?,?,?,?,?,?,?,?,12.92,324.8,'[\'Pop\']',138064.mp3
-92.82,3.351,-0.7972,-0.5015,-0.237,-0.6937,2.335,0.4622,0.8734,0.8434,-0.2005,-1.829,-0.2298,1.575,-92.6,3.348,-0.7847,-0.4854,-0.2633,-0.746,2.293,0.6267,0.9224,0.8646,-0.2069,-1.847,-0.1899,925.9,33.38,?,?,?,?,22.84,?,?,?,?,18.4,?,164.4,'[\'Pop\']',144934.mp3
-87.34,1.683,0.2721,-0.8197,-0.6997,3.416,0.8579,1.133,0.06507,0.2681,0.3931,-0.09543,0.2537,3.118,-87.05,1.782,0.3061,-0.8062,-0.678,3.51,0.7952,1.067,0.02955,0.2967,0.4044,-0.1509,0.1722,870.5,17.44,?,?,6.526,?,?,?,?,?,?,?,?,299.0,'[\'Pop\']',058474.mp3
-78.78,1.485,-0.9431,-1.285,-0.637,1.795,-1.378,-0.4981,0.3846,1.234,-0.0005663,0.2271,-1.173,3.135,-77.76,1.558,-0.9572,-1.225,-0.6344,1.781,-1.254,-0.3998,0.4436,1.33,0.09576,0.4276,-1.194,777.6,?,?,?,?,17.73,?,?,?,?,?,?,11.8,400.7,'[\'Pop\']',138067.mp3
-78.39,5.559,-1.017,-0.1594,-0.5077,-0.4823,-1.462,-0.3906,-1.61,-0.9648,-1.03,-0.2476,-1.78,2.855,-78.14,5.601,-1.005,-0.1758,-0.531,-0.5231,-1.472,-0.4013,-1.655,-0.992,-0.9802,-0.2641,-1.787,781.4,55.95,?,?,?,?,?,?,16.42,?,?,?,17.81,393.8,'[\'Pop\']',121740.mp3
-102.7,6.556,0.1241,-0.2642,-0.5801,2.431,2.637,1.559,1.598,0.5945,0.2345,0.05397,0.02412,0.7181,-102.9,6.687,0.05693,-0.154,-0.516,2.64,2.741,1.547,1.563,0.5854,0.26,0.06814,-0.03367,1029.0,66.73,?,?,?,?,27.32,?,?,?,?,?,?,149.4,'[\'Pop\']',047894.mp3
-92.14,10.12,-1.087,-0.1063,-0.9144,1.233,2.097,0.7628,-0.1998,-0.5458,1.192,-0.2782,0.4903,1.125,-91.77,10.07,-1.063,-0.1428,-0.8331,1.136,2.023,0.8271,-0.1973,-0.5779,1.289,-0.2803,0.6173,917.7,100.6,?,?,?,?,?,?,?,?,?,?,?,224.0,'[\'Pop\']',127180.mp3
-126.6,12.88,-1.49,-1.516,-2.372,1.133,-0.2332,-1.051,0.361,-0.9543,-1.535,-0.7025,-1.269,0.7564,-127.3,12.89,-1.573,-1.555,-2.466,1.142,-0.1721,-1.185,0.315,-0.9623,-1.518,-0.8403,-1.413,1273.0,128.8,15.51,15.37,24.5,?,?,?,?,9.418,15.07,?,?,272.9,'[\'Pop\']',113932.mp3
-87.32,2.49,-0.4084,-0.5853,-0.7349,3.689,1.488,0.893,0.8272,1.094,-0.3735,-0.5888,-0.2323,2.428,-87.44,2.427,-0.3402,-0.5081,-0.7468,3.733,1.484,1.001,0.9154,1.184,-0.3306,-0.6171,-0.2516,874.3,?,?,?,?,37.22,?,?,?,?,?,?,?,256.4,'[\'Pop\']',126104.mp3
-102.3,7.349,-0.6286,-0.4459,-1.101,3.233,3.78,0.4923,2.947,0.896,0.08442,-1.72,-0.8898,0.6543,-101.0,7.186,-0.5683,-0.3575,-1.077,3.252,3.812,0.3308,3.077,0.9283,0.117,-1.726,-0.7745,1010.0,71.8,?,?,?,32.43,38.07,?,30.72,9.133,?,17.19,?,143.6,'[\'Pop\']',087188.mp3
-116.7,1.817,0.04915,-0.5336,-0.5455,1.54,0.394,1.232,0.1512,0.9884,0.9772,-0.8299,-0.4266,3.098,-116.7,1.964,0.006542,-0.5326,-0.5629,1.58,0.4246,1.076,0.1252,0.9863,0.9667,-0.791,-0.4702,1167.0,?,?,?,?,?,?,?,?,?,?,?,?,355.3,'[\'Pop\']',091349.mp3
-92.27,14.25,-0.09768,-2.078,-1.763,1.554,-0.1764,1.932,1.452,1.165,-0.5551,-0.7427,0.02114,0.7904,-91.63,14.04,-0.1427,-2.152,-1.876,1.735,-0.2572,1.941,1.458,1.115,-0.5258,-0.6762,0.07774,916.3,140.4,?,21.42,?,?,?,19.28,14.4,?,?,?,?,188.9,'[\'Pop\']',148585.mp3
-106.5,12.16,-0.3427,-0.8301,-0.02054,3.019,2.563,0.313,-0.1354,-0.9376,0.3992,-1.43,-0.7907,0.9539,-106.6,12.23,-0.3032,-0.8536,-0.03216,2.868,2.604,0.2563,-0.211,-0.8626,0.3826,-1.458,-0.7278,1066.0,122.2,?,?,?,?,?,?,?,?,?,?,?,254.0,'[\'Pop\']',087193.mp3
-89.88,5.828,-0.1226,0.4925,-0.08934,2.195,-2.622,-0.7172,-0.9886,0.1342,-0.2538,-0.7416,-0.1176,2.208,-89.72,5.822,-0.1254,0.4376,-0.1509,2.224,-2.6,-0.772,-1.019,0.1681,-0.1485,-0.7219,-0.0352,897.2,58.12,?,?,?,21.92,25.88,?,?,?,?,?,?,449.5,'[\'Pop\']',055288.mp3
-75.73,0.8754,-0.6804,-0.5056,-0.2588,0.1363,-0.8647,0.9694,-0.006423,0.07763,-0.08295,-1.017,-0.9632,4.053,-74.59,0.6756,-0.5477,-0.4282,-0.1839,0.1893,-0.8994,0.8766,-0.007683,0.06214,-0.1007,-1.094,-0.9658,745.9,?,?,?,?,?,?,?,?,?,?,?,?,595.1,'[\'Pop\']',055285.mp3
-100.5,2.051,-1.727,-2.473,-0.3335,-5.295,-4.633,-4.433,-0.6146,-0.1818,-1.107,-1.711,-2.41,2.381,-99.88,1.962,-1.801,-2.424,-0.3963,-5.282,-4.612,-4.339,-0.6119,-0.03857,-1.016,-1.592,-2.381,998.8,?,?,24.11,?,52.65,46.03,43.29,?,?,?,?,23.7,697.2,'[\'Pop\']',135337.mp3
-104.4,11.99,-1.142,-0.9822,0.6068,0.5117,-1.703,-0.398,-0.3076,1.459,0.219,-0.03103,-0.297,1.319,-104.4,11.87,-1.082,-0.933,0.5445,0.4567,-1.853,-0.4607,-0.2127,1.625,0.1774,-0.1456,-0.3409,1044.0,118.5,?,?,?,?,?,?,?,?,?,?,?,266.5,'[\'Pop\']',084817.mp3
-123.2,5.016,-0.5243,-0.9256,-1.044,-0.2102,-1.03,0.9776,-0.4621,-1.068,-0.8511,0.9812,0.2636,?,-119.2,4.358,-0.4183,-0.9325,-1.083,-0.1428,-0.9728,1.263,-0.3798,-0.8303,-0.7614,1.11,0.3273,1192.0,43.36,?,?,?,?,?,?,?,?,?,?,?,388.7,'[\'Pop\']',019442.mp3
-86.62,-0.5286,-1.12,-1.045,-1.693,0.7969,-0.64,0.2414,0.4584,0.4092,0.7166,0.5947,-0.6335,3.898,-86.35,-0.7355,-1.12,-1.085,-1.706,0.8701,-0.7503,0.19,0.4942,0.3985,0.7102,0.6133,-0.6353,863.4,?,?,?,16.97,?,?,?,?,?,?,?,?,488.6,'[\'Pop\']',145705.mp3
-100.3,7.191,-0.3661,-0.1834,-1.642,1.483,1.583,0.1273,-0.7771,0.8507,0.8332,0.03254,-0.7801,1.744,-100.2,7.216,-0.2821,-0.178,-1.717,1.502,1.656,0.1744,-0.8497,0.8711,0.9052,0.1042,-0.8042,1002.0,72.11,?,?,17.11,?,?,?,?,?,?,?,?,279.1,'[\'Pop\']',085421.mp3
-90.77,2.877,0.8484,0.5111,0.03212,-1.983,-2.841,-0.231,0.1894,-0.6775,-0.2804,-0.9152,-0.09387,2.143,-90.61,2.974,0.913,0.6577,0.02312,-2.067,-2.994,0.01936,0.3254,-0.7193,-0.2604,-0.8132,-0.2113,906.0,29.65,?,?,?,?,?,?,?,?,?,?,?,391.2,'[\'Pop\']',144939.mp3
-89.1,0.8853,-0.1577,-0.6473,-0.4557,1.643,1.815,0.9516,1.092,0.2627,0.3838,0.2817,-0.1004,2.826,-89.33,0.8358,-0.001137,-0.5686,-0.5146,1.718,1.875,0.9803,1.125,0.2444,0.2945,0.3846,0.1099,893.3,?,?,?,?,17.04,18.61,?,11.1,?,?,?,?,161.5,'[\'Pop\']',061679.mp3
-119.9,9.006,-0.9063,-1.003,-0.4944,4.504,2.294,2.743,0.932,0.69,-0.6214,-0.6149,-0.1773,0.9262,-121.0,9.402,-0.9003,-1.004,-0.5673,4.591,2.253,2.719,0.9754,0.7507,-0.5726,-0.532,-0.1944,1210.0,93.97,?,?,?,45.84,22.45,27.12,?,?,?,?,?,204.8,'[\'Pop\']',066644.mp3
-120.8,-5.687,0.3494,-0.2129,0.1201,7.561,3.723,1.464,1.94,0.06755,1.539,0.584,-0.1684,?,-119.2,-5.957,0.323,-0.2029,0.1477,7.454,3.765,1.339,1.904,-0.02241,1.673,0.5454,-0.1969,1192.0,59.42,?,?,?,74.48,37.5,?,18.94,?,?,?,?,59.57,'[\'Pop\']',107047.mp3
-102.6,3.575,-0.1611,-0.251,-1.167,3.75,0.6726,2.43,0.9915,1.122,2.053,-0.4267,0.2946,1.798,-103.1,3.451,-0.07344,-0.2138,-1.25,3.731,0.7086,2.504,1.039,1.169,2.108,-0.4699,0.2971,1031.0,34.43,?,?,?,37.24,?,24.98,?,?,21.03,?,?,219.1,'[\'Pop\']',090826.mp3
-103.8,10.59,-1.3,-0.8676,-0.2827,-0.3082,-1.921,0.5464,1.196,0.0317,-0.1404,0.006333,0.1138,?,-104.1,10.79,-1.308,-0.9418,-0.3593,-0.249,-1.933,0.5204,1.131,0.0394,-0.1814,0.01653,0.1437,1041.0,107.8,?,?,?,?,19.15,?,?,?,?,?,?,118.1,'[\'Pop\']',046840.mp3
-78.31,2.936,0.1654,-1.677,-0.09684,-0.3941,0.4371,-1.005,0.6872,0.1176,1.153,0.3143,-0.7203,2.572,-77.77,2.83,0.2002,-1.715,-0.06405,-0.4438,0.5544,-0.9719,0.7699,0.1116,1.042,0.3406,-0.6919,777.7,28.19,?,17.07,?,?,?,?,?,?,?,?,?,427.1,'[\'Pop\']',127183.mp3
-92.95,4.338,0.191,-0.05255,0.1242,3.663,1.619,-0.6826,0.8892,0.8917,0.8573,-0.1384,-0.6012,1.289,-92.87,4.249,0.1776,-0.0135,0.1705,3.695,1.65,-0.6723,0.8737,0.9214,0.9487,-0.03767,-0.5779,928.6,42.37,?,?,?,36.83,16.18,?,?,?,?,?,?,185.4,'[\'Pop\']',026174.mp3
-135.5,-5.017,-0.1132,-1.028,-0.05864,-4.048,0.5999,0.3282,0.2943,-3.348,-0.6657,0.6088,-0.302,?,-134.7,-5.376,-0.1119,-1.032,-0.02023,-4.267,0.4054,0.1829,0.3264,-3.376,-0.6109,0.7496,-0.2278,1346.0,?,?,?,?,?,?,?,?,33.6,?,?,?,1430.0,'[\'Pop\']',107050.mp3
-96.66,11.04,-1.413,0.5222,0.1841,3.628,2.159,1.562,0.4371,-0.574,-0.1127,-0.8863,-1.057,?,-96.39,11.17,-1.376,0.375,0.1936,3.795,1.926,1.348,0.5512,-0.5076,-0.2396,-0.8748,-0.8924,963.8,111.6,13.64,?,?,37.82,19.05,?,?,?,?,?,?,211.4,'[\'Pop\']',148584.mp3
-86.75,5.981,-0.4666,-0.1914,-0.2401,0.6367,0.5386,0.03661,0.5331,0.2581,-0.1447,-0.9332,-1.194,2.064,-86.21,5.915,-0.4695,-0.2046,-0.2438,0.565,0.5355,-0.004243,0.5921,0.2697,-0.1085,-0.8937,-1.228,862.1,59.08,?,?,?,?,?,?,?,?,?,?,?,374.1,'[\'Pop\']',121593.mp3
-93.22,6.062,0.9282,-0.1575,0.6344,3.698,1.417,-0.005176,0.2572,0.2091,0.4313,-1.109,-0.8802,?,-92.87,6.034,0.9917,-0.1284,0.6681,3.693,1.453,-0.04893,0.2274,0.1548,0.3671,-1.148,-0.8553,928.7,60.21,9.773,?,?,36.87,14.39,?,?,?,?,?,?,173.8,'[\'Pop\']',076128.mp3
-120.4,12.89,-1.488,-0.9544,-0.5049,6.137,0.2987,-2.12,0.221,0.1217,-1.747,-0.8422,-1.435,?,-119.6,12.91,-1.557,-0.9732,-0.4805,6.178,0.2809,-2.145,0.2122,0.09011,-1.776,-0.8445,-1.424,1196.0,129.0,?,?,?,61.7,?,21.31,?,?,17.62,?,?,304.4,'[\'Pop\']',127189.mp3
-113.7,12.06,-1.354,-1.024,-1.163,0.01743,-0.3339,-2.902,-1.643,-1.417,-1.285,-1.534,-0.984,1.63,-114.1,12.2,-1.405,-0.9769,-1.085,-0.1094,-0.03607,-2.95,-1.508,-1.449,-1.342,-1.671,-1.157,1141.0,121.8,?,?,?,?,?,29.39,?,14.29,13.26,?,?,450.8,'[\'Pop\']',087322.mp3
-85.63,11.65,-0.4373,-0.3099,0.02421,3.056,2.14,0.3855,1.178,0.9318,0.4505,-0.7421,-0.9375,1.105,-85.48,11.74,-0.5193,-0.2803,0.05835,2.953,2.121,0.3476,1.2,0.9591,0.466,-0.8138,-1.015,854.7,117.3,?,?,?,29.42,21.11,?,11.86,?,?,?,?,207.4,'[\'Pop\']',073465.mp3
-130.8,14.25,0.2992,-0.7928,-1.211,3.805,0.3786,-1.327,-0.9791,-1.442,0.4985,-0.117,-0.3147,0.6269,-130.4,14.29,0.3132,-0.7515,-1.209,3.797,0.3151,-1.333,-0.9653,-1.594,0.3554,-0.2015,-0.2492,1304.0,142.7,?,?,?,37.55,?,?,?,?,?,?,?,155.8,'[\'Pop\']',051260.mp3
