@RELATION ./mp3train.arff

@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_0" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_1" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_10" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_11" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_12" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_2" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_3" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_4" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_5" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_6" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_7" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_8" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_9" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_0" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_1" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_10" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_11" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_12" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_2" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_3" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_4" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_5" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_6" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_7" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_8" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_9" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
-118.8,6.774,0.7057,-0.8064,-0.2419,6.487,3.146,2.388,-2.387,-1.774,-1.47,-0.4579,1.612,?,-118.7,6.835,0.6949,-0.8727,-0.3059,6.527,3.2,2.422,-2.344,-1.693,-1.426,-0.402,1.583,1187.0,68.32,?,?,?,65.25,31.95,24.17,23.38,16.82,14.19,?,15.75,159.4,'[\'Folk\']',034147.mp3
-115.8,3.292,-0.476,0.2596,-0.5337,3.336,-6.989,-3.568,-2.04,-1.273,-2.693,1.12,-1.773,2.773,-115.5,3.172,-0.5004,0.2041,-0.5572,3.274,-7.019,-3.562,-2.033,-1.3,-2.632,1.169,-1.715,1155.0,31.62,?,?,?,32.68,70.17,35.58,20.25,12.88,26.26,11.53,?,593.3,'[\'Folk\']',068862.mp3
-105.5,10.5,0.7875,0.9187,-1.664,-1.614,-0.3299,-4.079,1.964,-0.2646,-1.684,-2.007,-2.871,1.485,-105.4,10.63,0.7616,1.01,-1.56,-1.6,-0.2491,-3.945,2.043,-0.3393,-1.751,-2.024,-2.964,1054.0,106.3,?,?,?,?,?,39.39,?,?,?,?,29.59,582.9,'[\'Instrumental\']',133433.mp3
-151.9,16.49,-0.6167,-0.8533,-0.8761,-2.206,-0.8881,1.177,1.522,0.09553,-1.182,-1.083,-0.6308,0.753,-152.0,16.58,-0.666,-0.9884,-0.8439,-2.174,-0.9242,1.294,1.665,0.1177,-1.183,-0.8967,-0.4313,1520.0,165.7,?,?,?,?,?,?,?,?,?,?,?,289.1,'[\'Instrumental\']',116468.mp3
-105.3,8.516,-2.309,-1.234,-1.2,-5.501,-1.729,1.063,0.5244,-1.041,-2.142,1.885,1.195,2.203,-104.9,8.557,-2.105,-1.354,-1.153,-5.547,-1.815,0.9991,0.5957,-0.8454,-2.078,1.497,1.33,1049.0,85.55,20.89,?,?,55.44,?,?,?,?,?,?,?,701.5,'[\'Instrumental\']',133448.mp3
-152.6,20.27,-1.335,-0.9206,-0.2519,0.5855,3.273,1.599,-1.08,-0.6993,0.08552,-0.9939,-0.6707,0.505,-152.4,19.8,-1.446,-1.014,-0.1845,0.812,3.455,1.62,-0.9735,-0.7934,0.07268,-1.239,-0.779,1524.0,197.9,?,?,?,?,34.38,?,?,?,?,?,?,241.4,'[\'Instrumental\']',119895.mp3
-108.5,14.25,-3.14,-2.254,-1.744,-11.12,-2.698,-5.7,-4.023,-4.273,-3.136,-3.078,-3.337,1.565,-108.3,14.23,-3.232,-2.272,-1.817,-11.21,-2.77,-5.778,-4.031,-4.402,-3.215,-3.085,-3.467,1083.0,142.3,32.26,22.65,18.08,112.1,27.65,57.76,40.27,43.99,32.11,30.8,?,453.6,'[\'Instrumental\']',133439.mp3
-161.2,21.18,-1.076,-1.842,-0.9428,1.101,0.6447,-0.02278,-0.328,-0.3583,1.568,-0.2512,-1.487,?,-159.8,21.68,-1.079,-1.88,-0.9028,0.9216,0.5892,-0.006272,-0.2474,-0.379,1.493,-0.2764,-1.353,1598.0,216.7,?,?,?,?,?,?,?,?,?,?,?,240.7,'[\'Instrumental\']',126218.mp3
-135.4,25.71,-0.2219,0.1659,-1.214,3.715,3.508,0.292,1.311,-0.4266,-0.5156,0.02268,-1.238,?,-135.5,25.75,-0.1733,0.1034,-1.204,3.604,3.542,0.3667,1.346,-0.3034,-0.3458,0.1874,-1.323,1355.0,257.5,?,?,?,?,?,?,?,?,?,?,?,177.8,'[\'Instrumental\']',125823.mp3
-131.1,14.83,-0.3621,0.1994,-0.4617,0.7245,2.106,-1.13,0.6435,0.1507,1.524,-0.8057,-0.4682,0.7566,-130.9,14.88,-0.3624,0.1143,-0.4952,0.6977,2.19,-1.116,0.5667,0.07795,1.577,-0.7354,-0.4019,1309.0,148.7,?,?,?,?,?,?,?,?,?,?,?,284.6,'[\'Instrumental\']',128814.mp3
-114.4,7.872,-1.439,-0.1755,-0.9797,2.301,3.402,2.094,3.24,1.221,0.2352,1.355,0.2587,0.8917,-114.2,7.801,-1.479,-0.1311,-0.8641,2.309,3.431,2.161,3.271,1.033,0.132,1.443,0.245,1142.0,77.98,?,?,?,23.0,34.27,?,32.65,?,?,?,?,177.9,'[\'Instrumental\']',108882.mp3
-123.7,19.22,-0.399,0.02701,0.5071,-1.047,-1.576,-4.747,-1.738,1.102,0.1697,-0.4832,-0.5031,0.9565,-123.5,18.96,-0.4611,0.005008,0.4136,-0.9704,-1.607,-4.931,-1.8,1.158,0.1463,-0.4314,-0.3508,1235.0,189.5,?,?,?,?,?,49.21,?,?,?,?,?,348.9,'[\'Instrumental\']',114237.mp3
-85.23,0.8207,0.2771,-0.4646,-0.1125,3.369,2.147,0.8846,1.452,0.9846,-0.2859,-0.1578,0.02782,2.606,-84.69,0.6589,0.2548,-0.4222,-0.08726,3.197,2.111,0.8843,1.458,1.03,-0.227,-0.134,-0.04911,846.9,?,?,?,?,31.91,21.04,8.7,14.51,?,?,?,?,139.9,'[\'Instrumental\']',126186.mp3
-119.7,7.545,0.3253,0.2325,-0.6097,0.8038,1.464,0.4808,0.8548,0.1194,0.05377,-0.4695,-0.2855,?,-115.9,7.586,0.2462,0.2114,-0.678,0.6081,1.58,0.428,0.7655,0.063,-0.01662,-0.506,-0.4356,1159.0,75.5,?,?,?,?,?,?,?,?,?,?,?,277.4,'[\'Instrumental\']',126415.mp3
-143.9,17.57,-1.779,-0.9163,-0.2947,2.707,2.977,0.4733,1.393,0.2978,-0.2439,-0.4072,-0.9085,?,-143.7,17.66,-1.724,-0.7811,-0.2709,2.69,3.107,0.4602,1.361,0.2311,-0.4065,-0.4627,-0.9666,1437.0,176.5,?,?,?,26.7,30.95,?,?,?,?,?,?,170.9,'[\'Instrumental\']',126882.mp3
-89.75,7.723,-1.071,-2.6,-0.7646,1.925,2.285,-1.018,-1.217,-2.581,-2.023,-2.26,-0.8276,0.805,-90.08,7.946,-1.178,-2.674,-0.6478,2.014,2.273,-1.313,-1.359,-2.789,-2.175,-2.314,-0.8762,900.8,79.41,?,26.66,?,19.98,?,?,?,27.81,21.67,23.07,?,182.3,'[\'Instrumental\']',122633.mp3
-110.7,16.77,-0.5885,0.1861,-0.4025,-6.507,-1.392,-2.518,1.146,0.4611,0.1317,-0.3248,-0.9984,1.64,-110.3,16.89,-0.7313,0.1963,-0.4686,-6.569,-1.489,-2.442,1.131,0.3635,0.1006,-0.2015,-1.012,1103.0,168.9,?,?,?,65.67,?,24.37,11.18,?,?,?,?,540.9,'[\'Instrumental\']',133456.mp3
-95.87,-0.8185,0.3108,0.7291,-0.08744,0.7261,0.4414,1.101,0.6756,0.4388,-0.7645,0.7157,0.07127,3.343,-95.66,-0.9323,0.3294,0.7268,-0.08772,0.7675,0.4023,1.072,0.7041,0.4809,-0.7452,0.7183,0.08416,956.6,?,?,?,?,?,?,?,?,?,?,?,?,180.9,'[\'Instrumental\']',120770.mp3
-158.5,13.04,-1.649,-0.6584,-2.065,2.581,-0.6959,-3.085,-1.998,-2.978,-3.127,-2.379,-1.992,0.6492,-159.1,13.08,-1.793,-0.7571,-2.144,2.99,-0.419,-3.234,-2.092,-2.741,-2.939,-2.192,-2.03,1591.0,130.7,?,?,?,?,?,32.24,?,?,?,?,?,309.6,'[\'Instrumental\']',126231.mp3
-120.8,17.05,-0.2893,-0.6795,-0.788,1.497,1.009,1.461,0.08456,-1.001,-1.373,-1.35,-0.6037,?,-122.2,16.9,-0.2601,-0.6666,-0.8141,1.693,1.011,1.51,0.1168,-0.9354,-1.405,-1.441,-0.5575,1222.0,168.9,?,?,?,?,?,?,?,?,?,?,?,130.3,'[\'Instrumental\']',122635.mp3
-128.5,15.18,0.6166,-0.6592,-1.631,2.264,2.231,-0.1896,-1.561,0.3925,-0.5038,-0.4482,-0.3616,0.8326,-128.0,15.08,0.5815,-0.6717,-1.586,2.142,2.143,-0.135,-1.563,0.417,-0.6046,-0.4806,-0.3859,1280.0,150.7,?,?,?,21.32,21.33,?,?,?,?,?,?,226.0,'[\'Instrumental\']',126884.mp3
-148.8,26.15,-1.29,-0.3582,0.1463,5.489,2.784,-1.237,2.111,0.8681,-1.292,-2.131,-2.55,0.4413,-148.1,26.11,-1.241,-0.4838,-0.01202,5.545,2.865,-1.6,2.061,0.9578,-1.351,-2.202,-2.403,1481.0,261.0,?,?,?,55.32,?,?,?,?,?,?,?,297.1,'[\'Instrumental\']',114238.mp3
-149.5,14.31,-0.04235,-0.6783,-1.111,1.915,1.147,0.09566,1.349,-0.967,-0.8945,-1.417,0.5694,0.5802,-150.5,14.6,0.02321,-0.7601,-1.226,2.103,1.373,0.2572,1.334,-1.064,-1.059,-1.468,0.5967,1505.0,145.9,?,?,?,?,?,?,?,?,?,?,?,212.7,'[\'Instrumental\']',116490.mp3
-164.3,22.58,0.632,0.3905,-0.09309,5.672,3.96,-1.709,-1.55,-4.554,-1.715,-1.115,-0.1276,0.4864,-165.0,22.38,0.6128,0.3905,-0.05164,6.12,4.281,-1.744,-1.859,-4.694,-1.789,-1.032,0.002548,1650.0,223.7,?,?,?,61.06,?,?,?,46.87,?,?,?,275.6,'[\'Instrumental\']',125812.mp3
-98.42,5.329,-1.202,-0.5264,-0.6782,4.091,2.724,-2.499,-2.474,0.1506,-0.2325,1.329,-0.7277,2.301,-97.99,5.301,-1.246,-0.4524,-0.5973,4.044,2.739,-2.441,-2.527,0.1231,-0.2034,1.331,-0.7939,979.9,52.9,12.36,?,?,40.4,27.32,24.35,25.22,?,?,13.22,?,316.9,'[\'Instrumental\']',014580.mp3
-130.2,20.01,-1.304,-0.8186,-0.2987,-0.6499,0.9967,-1.715,-1.049,-0.5341,0.9771,1.776,-0.3569,0.7644,-130.1,20.01,-1.221,-0.7167,-0.2036,-0.5851,1.041,-1.532,-1.093,-0.6583,0.9068,1.616,-0.3957,1301.0,199.9,?,?,?,?,?,?,?,?,?,?,?,318.7,'[\'Instrumental\']',131325.mp3
-155.1,18.34,-0.8805,-0.4275,-0.5065,4.164,1.498,-1.383,0.598,-0.2742,-0.2254,-0.8524,-0.2526,?,-154.2,18.26,-0.8651,-0.4126,-0.4191,4.26,1.64,-1.474,0.5004,-0.3089,-0.2985,-0.8305,-0.1523,1542.0,182.5,?,?,?,42.47,?,?,?,?,?,?,?,202.0,'[\'Instrumental\']',118059.mp3
-146.6,15.81,0.105,-0.1817,-1.065,8.501,2.469,0.6031,1.817,0.9438,0.3342,0.8097,-0.5091,?,-146.3,15.61,0.06986,-0.3649,-1.218,8.589,2.674,0.7469,1.643,0.8053,0.2531,0.9372,-0.3882,1462.0,156.0,?,?,?,85.83,?,?,?,?,?,?,?,201.9,'[\'Instrumental\']',116733.mp3
-106.5,9.33,-0.6827,2.196,-0.1243,1.391,-1.792,1.897,3.166,1.4,1.597,-0.8443,-2.999,?,-106.2,9.412,-0.6627,2.194,-0.1882,1.395,-1.908,1.904,3.213,1.425,1.614,-0.8263,-2.931,1062.0,94.07,?,21.81,?,?,?,18.96,32.07,14.09,?,?,29.23,384.3,'[\'Instrumental\']',152480.mp3
-110.6,10.53,-1.131,-0.5229,0.5348,-3.349,0.8782,-1.091,1.676,-0.07709,-0.6495,-0.6861,-1.163,1.721,-109.8,10.62,-1.081,-0.6143,0.4693,-3.389,0.84,-1.118,1.75,0.02724,-0.6649,-0.7244,-1.015,1098.0,106.1,10.69,?,?,33.85,?,?,17.41,?,?,?,?,352.2,'[\'Instrumental\']',123484.mp3
-86.82,6.726,-0.5651,-0.7853,-0.7437,-1.57,1.037,-2.456,0.4122,-0.8098,-0.3028,-0.3397,-0.8925,2.561,-86.7,6.766,-0.5905,-0.8603,-0.7995,-1.52,1.06,-2.466,0.4127,-0.7642,-0.2829,-0.3212,-0.8854,866.9,67.63,?,8.452,?,15.13,10.46,24.62,?,?,?,?,8.714,357.6,'[\'Instrumental\']',108477.mp3
-97.82,5.489,-2.526,-0.7741,0.1462,5.293,1.489,0.6599,1.583,-0.1952,-0.4226,-1.437,-1.95,1.558,-97.21,5.494,-2.536,-0.8402,0.1829,5.32,1.463,0.6238,1.631,-0.2878,-0.4559,-1.485,-1.878,972.1,?,25.3,?,?,53.16,14.47,?,?,?,?,14.75,18.66,169.1,'[\'Instrumental\']',126189.mp3
-113.2,17.9,0.398,-1.402,-1.644,-1.36,0.8254,-0.4184,2.592,1.383,1.57,0.4679,0.6232,0.6794,-113.0,17.78,0.3119,-1.52,-1.751,-1.521,0.7038,-0.4584,2.434,1.281,1.563,0.5324,0.7627,1130.0,177.7,?,?,17.39,?,?,?,24.24,?,15.48,?,?,181.6,'[\'Instrumental\']',149141.mp3
-144.9,28.87,-1.01,-0.442,-0.5796,6.228,3.76,-0.765,-1.304,-0.687,0.9124,1.1,-0.3598,0.4138,-144.6,29.03,-1.131,-0.6994,-0.7076,6.361,3.564,-0.9532,-1.171,-0.4296,0.8968,1.177,-0.2333,1446.0,290.1,?,?,?,63.46,?,?,?,?,?,?,?,191.7,'[\'Instrumental\']',131326.mp3
-104.4,4.501,0.856,0.5657,0.03025,-1.192,1.616,-0.1779,-1.009,-0.06993,-2.198,-0.5315,-0.4088,?,-104.7,4.476,0.9377,0.5601,-0.08832,-1.249,1.689,-0.284,-1.053,-0.02311,-2.287,-0.4643,-0.3251,1047.0,44.72,?,?,?,?,16.8,?,?,?,?,?,?,217.8,'[\'Instrumental\']',108472.mp3
-152.9,20.85,-1.99,-0.8701,-0.5704,1.397,-1.109,-2.222,-1.481,-2.043,-1.624,-2.073,-2.57,0.8013,-152.8,20.98,-1.971,-0.7879,-0.4162,1.515,-1.1,-2.192,-1.45,-1.97,-1.722,-2.11,-2.472,1528.0,209.6,19.64,?,?,?,?,21.81,?,19.59,?,?,24.64,327.0,'[\'Instrumental\']',125622.mp3
-131.7,18.32,-0.5867,0.8376,-1.097,-0.2283,1.817,2.218,-2.377,-1.199,0.1521,-1.653,0.2944,0.9224,-131.5,18.69,-0.2587,0.8659,-0.9695,-0.4945,1.904,2.431,-2.721,-1.459,0.4424,-1.866,0.2192,1315.0,186.8,?,?,?,?,?,?,?,?,?,?,?,392.3,'[\'Instrumental\']',119894.mp3
-173.3,17.08,0.3466,-1.926,-0.7282,4.69,0.7904,-1.962,-1.637,-2.895,0.1525,0.5172,0.6254,0.6011,-173.3,17.15,0.3158,-2.205,-0.6895,5.183,0.965,-1.888,-1.379,-2.964,0.145,0.6457,0.8341,1733.0,171.4,?,?,?,?,?,?,?,?,?,?,?,314.1,'[\'Instrumental\']',126291.mp3
-159.3,6.595,-1.426,-1.201,-2.218,-0.002257,0.47,-0.09137,2.286,-0.11,-0.1385,-0.733,-2.446,1.618,-161.0,6.672,-1.395,-1.284,-2.266,0.2112,0.4083,0.03592,2.397,0.03612,-0.0006133,-0.6465,-2.391,1610.0,66.57,?,?,?,?,?,?,23.89,?,?,?,23.82,520.3,'[\'Instrumental\']',126229.mp3
-194.3,27.96,-0.04057,-0.04171,-0.8942,4.003,4.136,2.989,-0.3028,0.3147,2.828,0.208,-0.4116,?,-196.5,28.45,-0.2159,-0.0217,-0.8438,4.292,4.12,2.984,-0.5196,0.1268,2.658,0.1327,-0.5807,1965.0,284.4,?,?,?,?,?,29.69,?,?,?,?,?,141.0,'[\'Instrumental\']',129189.mp3
-124.8,4.516,-0.9115,0.03825,0.5868,-0.946,-1.961,-1.36,-1.334,-0.2171,0.2478,-0.5208,-0.2891,?,-122.2,4.844,-0.839,0.2112,0.6953,-0.9274,-2.01,-1.564,-1.475,-0.07186,0.2869,-0.7566,-0.5728,1222.0,?,?,?,?,?,?,?,?,?,?,?,?,686.4,'[\'Instrumental\']',014576.mp3
-115.5,13.73,-1.278,-1.025,0.6368,-2.842,1.791,-1.454,-0.01847,-0.6112,0.6742,-0.6338,-1.415,1.592,-116.1,14.1,-1.263,-1.078,0.7101,-3.023,1.942,-1.476,-0.08603,-0.538,0.7587,-0.5839,-1.446,1161.0,140.9,?,?,?,?,19.32,14.66,?,?,?,?,?,332.5,'[\'Instrumental\']',120771.mp3
-142.3,21.98,-5.037,-2.243,0.5798,-28.4,-5.296,-6.966,-8.328,0.7168,-2.646,-1.331,3.71,?,-139.4,22.53,-5.397,-2.489,0.8745,-28.54,-5.338,-6.779,-9.13,0.6564,-2.778,-1.881,3.947,1394.0,225.2,53.93,24.79,?,285.4,53.25,67.75,91.27,?,27.62,?,39.44,549.5,'[\'Instrumental\']',133451.mp3
-110.3,7.025,-0.3449,-0.6084,0.06324,-2.098,0.1468,-0.4111,0.6906,-0.8865,0.6581,-0.5219,-1.605,1.785,-109.9,7.147,-0.3304,-0.6265,0.07953,-2.068,0.2018,-0.35,0.7338,-0.8912,0.6244,-0.5174,-1.63,1099.0,71.44,?,?,?,20.56,?,?,?,?,?,?,16.21,357.5,'[\'Instrumental\']',111015.mp3
-112.5,-3.963,0.3421,-0.4503,-0.5838,-5.156,0.3939,-1.204,-0.354,-0.6275,-0.2533,-0.7862,-0.9798,4.368,-111.6,-3.963,0.2933,-0.4666,-0.6152,-5.357,0.2901,-1.123,-0.2597,-0.5146,-0.1644,-0.7195,-0.9927,1116.0,39.42,?,?,?,53.52,?,?,?,?,?,?,?,1055.0,'[\'Instrumental\']',014590.mp3
-166.1,29.93,-1.181,-0.9931,-2.198,-1.073,-1.373,-2.604,-1.598,-0.6796,-0.4976,-0.6988,-2.22,0.6311,-166.4,30.49,-1.057,-0.8356,-2.344,-0.8207,-1.583,-2.58,-1.535,-0.9373,-0.6721,-0.5434,-2.231,1664.0,304.8,?,?,?,?,?,?,?,?,?,?,?,362.3,'[\'Instrumental\']',128815.mp3
-149.3,15.61,-0.8748,-1.211,-0.5718,-4.947,-5.194,-0.6544,1.131,-0.9533,-0.1217,-1.738,-2.116,1.354,-149.3,15.28,-0.8079,-1.138,-0.6027,-4.8,-5.419,-0.8155,1.051,-1.031,-0.07729,-1.722,-2.192,1493.0,152.6,?,?,?,47.77,54.12,?,?,?,?,?,21.86,529.4,'[\'Instrumental\']',126417.mp3
-163.1,18.41,-1.13,-0.5511,-0.57,4.862,2.892,0.2666,-0.05018,-1.928,-3.394,-1.984,-0.5988,0.5218,-163.0,18.53,-0.8411,-0.534,-0.7707,5.045,3.1,0.4716,0.1488,-1.869,-3.569,-2.175,-0.4628,1630.0,185.2,?,?,?,?,?,?,?,?,?,?,?,403.0,'[\'Instrumental\']',126717.mp3
-162.4,27.24,-0.003039,-0.1828,0.5054,-1.25,0.3323,-2.957,0.3491,0.2355,-0.7366,0.2504,-0.01419,0.6348,-162.0,27.87,0.01566,-0.1889,0.5737,-1.494,-0.09599,-3.156,0.2858,0.3481,-0.6805,0.3254,0.02463,1620.0,278.6,?,?,?,?,?,?,?,?,?,?,?,289.5,'[\'Instrumental\']',116735.mp3
-124.9,0.5758,-0.4128,0.208,0.3875,6.269,3.601,1.535,2.224,2.5,1.546,1.641,1.618,0.5531,-123.9,0.5535,-0.1968,0.2416,0.3123,6.071,3.468,1.477,2.263,2.418,1.536,1.596,1.583,1239.0,?,?,?,?,60.56,34.47,?,22.51,?,?,?,?,207.3,'[\'Instrumental\']',133972.mp3
-164.9,24.32,-2.523,-2.204,-1.322,6.269,7.218,-0.2905,1.441,-0.5772,-2.092,-0.869,-2.22,0.2964,-166.8,24.91,-2.572,-2.238,-1.494,6.638,7.768,-0.06312,1.534,-0.2666,-2.092,-0.8295,-2.526,1668.0,249.0,?,22.29,?,?,77.58,?,?,?,?,?,?,272.8,'[\'Instrumental\']',129187.mp3
-159.5,20.83,0.9019,-0.4793,-0.5117,2.782,2.204,0.1721,1.073,2.38,2.796,0.1334,-0.7124,0.3305,-159.9,20.69,1.015,-0.6365,-0.5981,2.999,2.095,0.3352,1.188,2.339,2.813,0.2576,-0.5423,1599.0,206.9,?,?,?,?,?,?,?,?,?,?,?,195.9,'[\'Instrumental\']',115471.mp3
-134.3,9.321,1.208,0.008323,-0.01479,2.667,3.61,0.9383,0.1197,-0.3194,0.9158,-0.3768,-0.3176,0.7657,-133.9,9.018,1.031,0.01551,-0.04673,2.466,3.415,1.069,0.07084,-0.3364,0.8382,-0.1713,-0.4088,1339.0,90.05,?,?,?,?,34.06,?,?,?,?,?,?,219.3,'[\'Instrumental\']',116467.mp3
-155.2,20.51,1.229,-0.1843,-0.4777,1.102,1.059,-3.113,-0.6717,-0.05534,-0.6391,0.5183,2.239,0.4016,-155.3,20.24,1.269,-0.2194,-0.4593,1.122,1.335,-3.122,-0.8081,-0.2252,-0.7914,0.5285,2.344,1553.0,202.4,?,?,?,?,?,31.09,?,?,?,?,?,273.9,'[\'Instrumental\']',116466.mp3
-100.5,3.513,-0.862,-0.3646,-0.6791,5.608,2.298,1.139,2.041,0.5074,1.266,-0.3149,-0.1929,1.596,-101.8,3.725,-0.9138,-0.4614,-0.6704,5.496,2.363,1.119,2.05,0.5468,1.179,-0.4344,-0.2893,1018.0,?,?,?,?,54.92,23.56,?,20.4,?,?,?,?,189.2,'[\'Instrumental\']',122651.mp3
-101.1,6.263,-1.13,-2.247,-0.7113,-1.237,-0.2971,-1.63,-1.161,-0.548,-1.692,2.621,1.143,2.077,-100.8,6.279,-1.034,-2.162,-0.7162,-1.284,-0.302,-1.6,-1.086,-0.5686,-1.663,2.46,0.9765,1008.0,62.77,?,21.55,?,?,?,15.92,?,?,?,24.54,?,376.8,'[\'Instrumental\']',133440.mp3
-121.4,19.23,-0.792,-1.012,0.227,-2.129,2.942,-2.859,-0.3959,-1.299,-0.474,-0.1009,0.5588,0.847,-121.5,19.21,-0.7579,-0.9184,0.2402,-2.142,3.036,-2.794,-0.3565,-1.327,-0.4999,-0.07751,0.6494,1215.0,192.1,?,?,?,?,30.29,27.88,?,?,?,?,?,278.9,'[\'Instrumental\']',123485.mp3
-104.6,7.949,-1.407,-1.204,0.6723,-0.9582,-5.351,-4.319,-1.845,2.372,-0.1885,0.9366,0.3167,1.808,-104.4,7.92,-1.394,-1.239,0.626,-1.01,-5.329,-4.347,-1.845,2.379,-0.2302,0.92,0.319,1044.0,79.11,?,?,?,?,53.25,43.44,18.36,23.72,?,?,?,559.6,'[\'Instrumental\']',014571.mp3
-110.8,10.29,-1.688,-0.6201,-0.9104,4.852,2.182,-0.6008,0.7943,0.0372,-3.047,-1.033,-1.056,0.7629,-110.2,10.26,-1.52,-0.5468,-0.9707,4.828,2.193,-0.6856,0.6393,0.0222,-3.07,-1.062,-0.9614,1102.0,102.6,?,?,?,48.23,21.85,?,?,?,30.66,?,?,208.7,'[\'Instrumental\']',108883.mp3
-175.7,12.75,0.3728,0.08276,-0.09172,2.528,0.7126,-0.2877,1.801,2.015,2.033,-0.08655,0.3108,?,-175.3,12.8,0.394,0.2271,0.1075,2.444,0.6742,-0.1183,1.692,1.909,2.093,-0.04787,0.4324,1753.0,127.8,?,?,?,?,?,?,?,?,?,?,?,204.6,'[\'Instrumental\']',118061.mp3
-174.9,14.14,-0.2375,0.4238,0.6163,0.03998,-0.9428,-5.279,-1.971,2.497,3.147,1.635,2.097,0.3137,-175.8,14.44,-0.1428,0.5014,0.4351,-0.00813,-0.8991,-5.392,-1.991,2.344,3.036,1.747,2.11,1758.0,144.3,?,?,?,?,?,53.81,?,?,?,?,?,315.8,'[\'Instrumental\']',118060.mp3
-89.67,2.07,-0.7155,0.497,0.2739,0.9864,1.684,0.1077,0.3758,0.5502,0.2957,-0.04761,-0.2085,2.977,-89.57,1.887,-0.6417,0.4283,0.2672,0.8977,1.64,0.13,0.4315,0.5646,0.2308,-0.01906,-0.205,895.7,?,?,?,?,?,16.31,?,?,?,?,?,?,186.2,'[\'Instrumental\']',126187.mp3
-151.1,14.95,-1.56,-0.314,-1.647,2.795,1.104,-1.384,0.7399,-2.339,-1.765,-2.444,-3.283,0.6701,-150.7,14.72,-1.483,-0.3807,-1.712,2.763,1.268,-1.226,0.8686,-2.109,-1.659,-2.475,-3.226,1507.0,147.0,?,?,?,?,?,?,?,?,?,24.63,32.17,285.4,'[\'Instrumental\']',126232.mp3
-187.8,27.96,-0.6638,1.014,0.4192,1.359,-6.077,-4.447,0.3701,0.1314,-1.775,-1.423,-1.475,0.7155,-186.9,27.76,-0.5572,1.022,0.1407,1.331,-5.76,-4.614,0.1893,0.1323,-1.801,-1.474,-1.322,1869.0,277.6,?,?,?,?,?,?,?,?,?,?,?,480.8,'[\'Instrumental\']',127495.mp3
-135.7,20.07,-1.462,-1.111,-0.682,-10.75,-0.3336,-3.868,1.871,0.2938,0.8308,0.233,-1.544,1.061,-135.2,19.83,-1.377,-1.026,-0.4921,-10.63,-0.4691,-3.787,2.09,0.5457,1.094,0.1952,-1.729,1352.0,198.3,?,?,?,106.2,?,37.79,?,?,?,?,?,601.2,'[\'Instrumental\']',133970.mp3
-109.7,12.38,-0.5269,-1.107,0.5669,4.171,3.009,0.468,-0.1083,0.01091,-0.7101,-1.463,-0.2047,?,-109.0,12.52,-0.4841,-1.087,0.5816,4.115,3.028,0.5339,-0.1692,0.02714,-0.7215,-1.541,-0.1127,1090.0,125.2,?,?,?,41.11,30.23,?,?,?,?,15.28,?,109.4,'[\'Instrumental\']',149143.mp3
