@RELATION ./Datasets/MP3/swap.arff

@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_0" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_1" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_10" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_11" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_12" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_2" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_3" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_4" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_5" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_6" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_7" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_8" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_9" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_0" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_1" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_10" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_11" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_12" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_2" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_3" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_4" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_5" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_6" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_7" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_8" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_9" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
-175.0,15.73,0.06682,-1.124,-2.4,-0.367,-1.59,-3.823,0.9002,-3.062,0.8704,2.34,0.1135,0.9817,-175.3,15.69,0.2149,-1.087,-2.331,-0.2436,-1.497,-3.929,0.945,-3.012,1.196,2.735,0.5243,1753.0,156.8,?,?,23.19,?,?,39.18,?,30.03,?,?,?,480.7,'[\'Instrumental\']',126233.mp3
-90.42,3.718,0.6636,0.2657,0.02938,-2.716,1.316,-1.667,-0.2637,-1.381,-0.4037,-0.6921,-0.1348,3.262,-89.79,3.754,0.6838,0.2394,0.02597,-2.779,1.284,-1.636,-0.23,-1.399,-0.3641,-0.6956,-0.1394,897.9,37.5,?,?,?,27.74,12.71,16.27,?,13.89,?,6.806,?,442.3,'[\'Instrumental\']',108475.mp3
-169.6,20.34,-0.7694,-0.6103,-0.8339,8.318,4.818,0.8798,1.354,-0.07113,-0.5044,-0.3561,-0.3864,0.2118,-170.2,20.39,-0.7242,-0.6201,-0.8674,8.573,4.804,0.9016,1.369,-0.048,-0.433,-0.2079,-0.2817,1701.0,203.9,?,?,?,85.67,47.94,?,?,?,?,?,?,167.7,'[\'Instrumental\']',129186.mp3
-89.63,5.505,-0.4865,-0.3492,-0.6085,3.167,0.3459,-0.8308,-0.2988,-0.8857,-0.5542,0.7312,-0.6708,2.575,-89.3,5.472,-0.5062,-0.3444,-0.5394,3.192,0.3007,-0.8447,-0.3251,-0.8807,-0.6035,0.7925,-0.5802,893.0,54.66,?,?,?,31.85,?,8.263,?,?,?,?,?,326.4,'[\'Instrumental\']',133976.mp3
-149.8,19.28,-1.275,-1.633,-0.4572,0.4999,0.1017,-6.134,-5.077,-4.379,-1.224,-1.215,-0.4865,0.373,-149.2,19.29,-1.263,-1.59,-0.3987,0.5694,-0.000419,-6.315,-5.192,-4.349,-1.029,-1.135,-0.457,1492.0,192.9,?,15.65,?,?,?,63.01,51.86,43.4,?,?,?,371.1,'[\'Instrumental\']',126886.mp3
-135.1,16.82,-1.751,-1.063,-1.006,3.409,4.532,-3.758,1.944,-1.711,-2.762,0.3015,-0.5064,0.7997,-134.7,17.11,-1.769,-1.055,-1.061,3.205,4.516,-3.563,2.148,-1.409,-2.624,0.3389,-0.4262,1347.0,171.0,?,?,?,31.85,45.1,35.33,?,?,26.15,?,?,354.2,'[\'Instrumental\']',129190.mp3
-130.3,26.77,-0.469,-0.4085,-1.041,-0.6626,2.663,-1.311,1.062,-1.817,-1.642,-0.9078,-1.963,?,-131.1,26.97,-0.5064,-0.3607,-1.067,-0.3275,2.567,-1.276,1.048,-1.857,-1.637,-0.7739,-1.874,1311.0,269.5,?,?,?,?,25.49,12.57,?,18.43,?,?,18.66,276.2,'[\'Instrumental\']',116098.mp3
-95.99,3.066,0.4108,-0.5431,-0.9027,7.337,1.425,0.2146,0.6036,-0.2487,0.7204,0.6127,-0.5506,?,-95.63,3.061,0.393,-0.5349,-0.8792,7.248,1.329,0.1795,0.6471,-0.2178,0.7306,0.638,-0.5558,956.3,30.55,?,?,?,72.46,?,?,?,?,?,?,?,167.1,'[\'Instrumental\']',141074.mp3
-104.1,10.73,-0.1495,0.2343,-0.29,-1.329,-0.07693,-2.141,-1.016,-1.782,-0.733,-0.9507,0.02751,1.454,-103.8,10.82,-0.01999,0.3004,-0.263,-1.597,-0.286,-2.186,-1.169,-1.873,-0.7511,-0.9608,0.1,1038.0,108.2,?,?,?,?,?,21.8,?,18.66,?,?,?,356.4,'[\'Instrumental\']',116758.mp3
-156.1,28.47,0.5435,-0.1301,-0.5658,4.531,3.447,1.416,1.026,-1.653,-2.319,-1.034,-0.2623,?,-157.6,28.79,0.5551,-0.08042,-0.5089,4.536,3.434,1.411,1.039,-1.753,-2.33,-0.9477,-0.2549,1576.0,287.8,?,?,?,?,34.23,?,10.18,?,23.19,?,?,195.1,'[\'Instrumental\']',115473.mp3
-91.93,4.0,-0.3577,-0.9922,-0.719,-0.3217,1.624,-1.588,0.7111,-1.003,-0.02457,-1.837,-1.335,2.201,-92.14,3.987,-0.5433,-1.077,-0.835,-0.6039,1.711,-1.618,0.6206,-1.081,0.04894,-1.902,-1.395,921.4,?,?,?,?,?,?,16.07,?,?,?,?,?,391.3,'[\'Instrumental\']',139775.mp3
-144.7,21.0,-0.4332,-0.3666,-0.7939,6.437,5.034,0.9991,1.478,-2.003,-1.418,0.2849,-1.386,0.3031,-145.1,20.71,-0.4032,-0.3896,-0.8593,6.737,5.199,1.088,1.432,-1.884,-1.234,0.3122,-1.327,1451.0,206.9,?,?,?,67.21,51.89,?,?,?,?,?,?,224.8,'[\'Instrumental\']',126411.mp3
-163.5,1.72,-3.832,-0.7875,0.9816,0.1247,-7.383,-5.801,-3.175,-3.8,-0.4248,2.57,1.071,0.7534,-161.8,2.343,-3.982,-1.107,0.7685,0.2336,-7.738,-6.212,-3.25,-3.701,-0.3626,2.399,0.9143,1618.0,?,39.67,?,?,?,?,62.0,?,?,?,?,?,673.0,'[\'Instrumental\']',125822.mp3
-155.4,17.58,-1.323,-0.4501,-0.4931,1.646,3.61,-0.4976,-0.01281,-0.4423,-0.8484,-1.834,-2.504,0.3305,-155.4,17.46,-1.295,-0.4457,-0.3739,1.833,3.832,-0.3693,0.09375,-0.3486,-0.8615,-1.913,-2.592,1554.0,174.5,?,?,?,?,?,?,?,?,?,?,?,225.2,'[\'Instrumental\']',128811.mp3
-129.3,16.29,0.2584,0.8818,-0.3286,-0.5191,1.784,-0.1951,-0.2761,-1.657,0.322,-0.172,0.4893,0.858,-128.8,16.35,0.1713,0.9116,-0.2876,-0.6459,1.897,-0.1503,-0.2444,-1.604,0.4491,-0.1805,0.3876,1288.0,163.5,?,?,?,?,?,?,?,?,?,?,?,389.3,'[\'Instrumental\']',128470.mp3
-144.7,21.32,-1.203,-0.5908,-0.9512,9.514,2.206,-0.07909,2.076,-1.126,-2.66,0.5688,-2.03,0.3312,-144.0,21.76,-1.215,-0.4629,-0.8213,9.41,2.203,0.0005301,2.078,-1.187,-2.667,0.5917,-2.06,1440.0,217.5,?,?,?,93.96,?,?,20.65,?,26.58,?,?,223.0,'[\'Instrumental\']',125825.mp3
-180.5,22.3,-0.1325,-0.4047,-0.2019,8.638,4.292,2.762,2.18,0.4714,0.6938,-0.7505,-1.483,?,-180.2,22.48,-0.08314,-0.4009,-0.2083,8.924,4.392,2.826,2.215,0.6509,0.8707,-0.6382,-1.378,1801.0,224.6,?,?,?,89.12,43.78,28.15,22.02,?,?,?,?,146.0,'[\'Instrumental\']',126283.mp3
-161.0,7.761,-0.6055,-2.137,-1.936,9.649,12.11,4.716,4.265,1.331,0.5705,2.078,0.4052,0.2074,-159.7,7.569,-0.5308,-2.294,-2.027,9.19,12.11,4.458,4.311,1.293,0.3194,2.042,0.4304,1597.0,75.5,?,?,20.17,91.81,121.0,?,?,?,?,?,?,209.0,'[\'Instrumental\']',119901.mp3
-120.6,13.65,-0.07624,-1.665,-0.2122,-2.308,-0.241,-3.343,-2.127,-1.555,-2.07,-1.283,0.4617,1.029,-120.3,13.57,-0.1118,-1.775,-0.2204,-2.36,-0.2662,-3.407,-2.175,-1.592,-2.121,-1.206,0.4382,1203.0,135.6,?,?,?,?,?,34.03,21.67,?,21.06,11.86,?,396.0,'[\'Instrumental\']',133971.mp3
-157.3,12.61,-0.384,-1.14,-0.4765,-7.743,-5.558,0.8159,1.295,0.5337,-0.01475,0.5471,-0.3338,0.9373,-157.0,12.84,-0.269,-1.36,-0.5528,-7.892,-6.038,0.664,1.272,0.5632,0.001486,0.7017,-0.02948,1570.0,128.2,?,?,?,?,?,?,?,?,?,?,?,698.1,'[\'Instrumental\']',114233.mp3
-84.88,3.302,0.1238,0.3227,-0.1538,2.704,1.376,-0.8495,2.584,0.07444,-0.02463,-0.8317,-1.055,?,-83.55,2.981,0.2137,0.3401,-0.1745,2.907,1.313,-0.7561,2.622,-0.1181,-0.06606,-0.8875,-1.044,835.4,29.64,?,?,?,?,?,?,26.17,?,?,8.718,?,151.6,'[\'Instrumental\']',133968.mp3
-152.1,28.9,0.1705,-0.006052,-0.5116,4.077,3.475,-0.3096,0.9136,-2.03,-1.716,-0.3402,-0.3493,0.4211,-152.4,29.36,0.4645,0.1357,-0.5949,4.301,3.489,-0.2377,0.9036,-2.124,-1.635,-0.305,-0.2214,1524.0,293.5,?,?,?,42.77,34.83,?,?,?,?,?,?,202.5,'[\'Instrumental\']',116871.mp3
-159.2,18.42,-0.595,-0.4439,-0.6971,2.6,4.498,-0.5855,1.194,1.025,1.578,-1.095,-0.6418,0.4351,-160.0,18.58,-0.506,-0.5182,-0.7708,2.682,4.518,-0.4411,1.362,1.361,1.617,-1.176,-0.7039,1600.0,185.8,?,?,?,?,?,?,?,?,?,?,?,169.4,'[\'Instrumental\']',130990.mp3
-118.3,18.37,0.842,-1.803,-2.009,5.726,2.072,-1.194,1.396,0.3055,-1.611,-1.46,-0.4292,0.628,-117.7,18.23,1.073,-1.803,-2.127,5.893,1.948,-1.36,1.362,0.213,-1.708,-1.431,-0.3415,1177.0,182.2,?,?,21.19,58.77,?,?,?,?,?,?,?,292.8,'[\'Instrumental\']',127663.mp3
-83.59,8.916,-0.3772,-0.04702,-0.5805,0.2798,2.144,2.0,-0.5194,-1.911,-1.081,-0.4752,-0.7069,1.203,-82.03,8.592,-0.3191,-0.1095,-0.5678,0.1205,1.904,2.044,-0.3582,-1.696,-1.186,-0.7051,-0.741,820.2,85.86,?,?,?,?,18.95,20.37,?,?,?,?,?,132.8,'[\'Instrumental\']',122630.mp3
-128.2,8.398,0.0995,-0.004091,-0.1285,-4.652,0.4747,-0.4086,3.06,0.1039,1.052,0.2357,0.7637,2.046,-127.4,7.517,0.2347,0.02156,-0.0346,-4.372,0.5602,-0.2943,3.146,0.1511,1.097,0.5614,0.9229,1274.0,?,?,?,?,43.54,?,?,?,?,?,?,?,295.3,'[\'Instrumental\']',132679.mp3
-134.9,18.04,-0.1048,0.3834,-0.8786,1.724,3.89,1.058,1.431,0.7299,0.8393,-0.4988,-0.7148,0.2893,-135.0,18.07,-0.1423,0.2356,-1.007,1.923,4.05,0.9689,1.489,0.9074,0.909,-0.4557,-0.807,1349.0,180.6,?,?,?,?,?,?,?,?,?,?,?,135.8,'[\'Instrumental\']',149140.mp3
-86.28,5.035,-0.1401,-0.6072,-0.5829,-0.7425,2.061,0.5281,1.682,0.9375,1.861,-0.9857,-0.1442,1.831,-86.14,5.025,-0.1613,-0.5951,-0.5314,-0.6848,2.112,0.5228,1.63,0.9413,1.875,-0.9517,-0.1291,861.4,50.18,?,?,?,?,21.03,?,16.2,9.255,18.67,9.404,?,219.8,'[\'Pop\']',127909.mp3
-88.15,10.18,0.9769,-0.9718,-0.4041,2.367,0.8184,0.5597,0.9184,0.2727,-0.6661,-1.094,-0.5965,1.185,-88.92,10.13,1.074,-0.9005,-0.3336,2.746,0.9937,0.6011,0.8631,0.3763,-0.6902,-1.229,-0.5907,889.2,101.2,?,?,?,?,?,?,?,?,?,?,?,267.2,'[\'Pop\']',085957.mp3
-88.39,7.896,1.117,-0.691,-1.026,2.749,-0.4053,0.6444,0.96,0.2691,1.286,1.116,-0.2539,?,-87.9,7.91,1.196,-0.5995,-0.8767,2.643,-0.6035,0.5463,0.9492,0.1535,1.319,1.108,-0.2672,878.9,79.05,?,?,?,26.3,?,?,?,?,?,?,?,147.8,'[\'Pop\']',148609.mp3
-65.06,-0.7352,0.2615,-0.535,-0.05083,0.3535,2.596,1.572,1.502,0.401,-0.1261,-0.3155,-0.09469,3.821,-64.75,-0.6809,0.2209,-0.5769,-0.05628,0.4573,2.613,1.554,1.485,0.3746,-0.1173,-0.3151,-0.1466,647.5,?,?,?,?,?,26.08,15.34,14.76,?,?,?,?,251.8,'[\'Pop\']',127294.mp3
-110.8,3.942,-1.154,0.1872,-0.00544,-4.513,-3.557,-1.721,0.2947,0.1761,-0.1595,-0.3832,-0.316,?,-112.2,4.041,-1.145,0.2184,0.09927,-4.55,-3.568,-1.499,0.5169,0.4325,-0.1606,-0.3892,-0.2746,1122.0,?,?,?,?,45.38,?,?,?,?,?,?,?,22.85,'[\'Pop\']',122533.mp3
-98.09,2.943,-0.6033,-1.564,0.06175,1.413,0.2209,-0.6852,-0.5486,-0.2488,1.149,-0.7512,-0.08049,3.489,-95.29,2.579,-0.5672,-1.573,0.06536,1.186,0.1587,-0.8469,-0.5946,-0.4079,1.212,-0.8332,-0.07875,952.8,?,?,15.65,?,?,?,?,?,?,11.94,?,?,652.3,'[\'Pop\']',046930.mp3
-85.2,-4.811,0.1336,0.08634,0.1368,3.86,1.087,0.7053,4.136,0.4018,1.681,0.9898,-0.4973,4.668,-85.14,-4.792,0.1262,0.07735,0.1875,3.831,1.119,0.753,4.211,0.46,1.688,0.9489,-0.5681,851.4,47.88,?,?,?,38.24,?,?,42.08,?,16.82,9.338,?,366.5,'[\'Pop\']',131448.mp3
-84.56,-0.321,-1.364,-1.387,-0.5553,-5.256,-0.981,-0.6028,0.6055,0.1945,-0.404,-0.6423,0.6111,2.498,-84.32,-0.5249,-1.442,-1.419,-0.5706,-5.335,-0.967,-0.5538,0.6575,0.2127,-0.4666,-0.7249,0.6309,843.1,?,?,?,?,53.25,?,?,?,?,?,?,?,441.9,'[\'Pop\']',145702.mp3
-112.6,7.083,-0.6897,-0.7633,0.2521,-0.7563,0.2127,-0.08729,0.6913,-0.8569,-0.3876,-0.6509,-0.1628,?,-111.6,6.999,-0.6502,-0.6956,0.3436,-0.3598,0.2314,0.02797,0.5791,-0.8392,-0.3579,-0.7437,-0.2957,1116.0,69.87,?,?,?,?,?,?,?,?,?,?,?,173.4,'[\'Pop\']',129393.mp3
-82.46,0.2109,-0.1605,0.7991,-0.6657,-0.3261,1.012,-0.6948,-0.4439,0.8514,0.7176,-0.2503,0.593,3.346,-82.58,-0.03947,-0.0507,0.9896,-0.7515,-0.5046,1.117,-0.7151,-0.5413,0.945,0.8816,-0.2589,0.6938,825.8,?,?,?,?,?,?,?,?,?,?,?,?,452.7,'[\'Pop\']',075692.mp3
-119.6,7.56,-0.8713,-2.833,-1.628,0.4539,-0.9419,1.155,-0.4296,1.558,-0.5963,-1.028,-0.488,1.482,-119.9,7.614,-0.9553,-2.924,-1.603,0.4029,-1.009,1.1,-0.4303,1.678,-0.6052,-1.013,-0.5687,1199.0,76.08,?,29.19,15.95,?,?,?,?,16.69,?,?,?,312.7,'[\'Pop\']',051267.mp3
-109.1,8.309,-1.213,-0.6461,-0.2688,-0.6882,-0.344,-1.262,0.1859,-0.02554,-0.6744,-2.144,-1.118,1.721,-108.3,8.387,-0.9013,-0.6798,-0.1941,-0.603,-0.6142,-1.192,0.189,0.009755,-0.5696,-2.194,-0.9161,1083.0,83.78,?,?,?,?,?,?,?,?,?,21.87,?,332.7,'[\'Pop\']',046733.mp3
-103.2,-3.015,0.3753,-0.522,-0.0264,-1.449,-2.531,-1.853,0.2778,0.9713,0.6973,0.2541,-1.414,3.856,-103.2,-3.056,0.3598,-0.4985,-0.03401,-1.422,-2.801,-1.825,0.2491,1.033,0.7124,0.2509,-1.45,1032.0,?,?,?,?,?,?,18.02,?,?,?,?,14.29,1091.0,'[\'Pop\']',135341.mp3
-78.64,3.103,-1.326,-0.1629,-0.4653,1.667,0.5062,-1.674,1.042,0.536,1.961,-0.7169,-0.3082,2.792,-78.63,3.225,-1.311,-0.1252,-0.4608,1.757,0.4935,-1.786,0.9907,0.5596,1.929,-0.7043,-0.3536,786.3,32.04,12.97,?,?,17.35,?,17.72,?,?,19.21,?,?,375.7,'[\'Pop\']',064834.mp3
-97.3,5.895,-0.5402,-1.584,-1.173,1.017,-0.8674,-1.336,-1.768,0.02442,0.1063,-0.4071,-0.5293,2.764,-97.2,6.066,-0.5287,-1.627,-1.245,1.064,-0.9483,-1.302,-1.854,0.06839,0.1292,-0.4759,-0.5169,971.9,60.53,?,16.16,?,?,?,?,18.44,?,?,?,?,444.1,'[\'Pop\']',055287.mp3
-96.2,10.71,-0.1105,-0.509,-0.5917,3.467,1.336,-2.589,-0.5566,-1.522,-1.218,-1.433,-0.4398,?,-95.34,10.69,-0.1079,-0.4732,-0.548,3.322,1.165,-2.763,-0.6663,-1.533,-1.176,-1.434,-0.4162,953.3,106.8,?,?,?,33.02,?,27.52,?,15.19,?,14.21,?,274.3,'[\'Pop\']',148519.mp3
-107.5,3.933,0.1991,0.4649,-0.3144,1.985,0.6545,1.538,2.735,1.877,0.712,0.651,0.3862,1.249,-108.7,4.197,0.2584,0.4309,-0.3699,2.119,0.6723,1.541,2.86,1.94,0.7636,0.6072,0.4179,1087.0,41.78,?,?,?,?,?,15.26,28.52,19.23,?,?,?,184.9,'[\'Pop\']',056895.mp3
-87.96,3.228,-0.4741,-0.341,-0.793,1.537,1.209,-1.005,1.165,0.1038,0.6375,-1.034,-0.7593,2.676,-87.76,3.337,-0.449,-0.3328,-0.7872,1.404,1.183,-1.038,1.118,0.07986,0.6244,-1.078,-0.8134,877.6,33.27,?,?,?,?,?,?,?,?,?,?,?,351.1,'[\'Pop\']',085420.mp3
-123.2,7.605,-1.028,-1.259,-0.6459,2.788,0.8196,0.4297,-0.6596,0.5467,1.478,-0.9396,-0.6227,?,-121.2,7.652,-0.9518,-1.104,-0.5459,2.697,0.8753,0.5469,-0.6612,0.5181,1.437,-0.913,-0.5947,1212.0,76.38,?,?,?,?,?,?,?,?,?,?,?,335.3,'[\'Pop\']',046928.mp3
-98.95,4.764,-0.6491,-0.4307,-0.3105,5.231,1.586,0.8597,-0.2387,1.258,0.2445,0.04373,-1.379,1.618,-97.79,4.498,-0.721,-0.4816,-0.2735,5.159,1.481,0.8753,-0.2746,1.412,0.2202,0.01818,-1.481,977.8,44.86,?,?,?,51.52,?,?,?,?,?,?,?,238.7,'[\'Pop\']',056274.mp3
-82.05,3.848,-0.6813,-0.01853,-0.4152,2.344,0.9557,1.524,1.663,0.8758,0.0997,0.1701,-0.936,?,-81.81,3.849,-0.6788,0.04504,-0.3868,2.198,0.9722,1.532,1.654,0.8403,0.1525,0.1778,-0.9975,818.1,38.42,?,?,?,?,?,15.23,16.47,?,?,?,?,128.1,'[\'Pop\']',127285.mp3
-95.96,-2.873,-0.1167,-1.579,-0.03898,-0.9398,-0.2047,-0.5694,0.6011,1.03,0.6682,-0.3209,-1.775,4.214,-95.8,-2.653,-0.04191,-1.518,0.003905,-0.766,-0.03469,-0.5327,0.6175,0.9821,0.5867,-0.1623,-1.693,958.0,?,?,?,?,?,?,?,?,?,?,?,?,894.3,'[\'Pop\']',135340.mp3
-96.15,8.588,-0.1318,-1.649,-1.482,-1.126,-0.5499,-0.3515,0.188,0.4117,0.5172,-0.05794,0.01105,1.25,-96.73,8.629,-0.2432,-1.566,-1.455,-1.267,-0.4687,-0.1784,0.04631,0.3685,0.5678,-0.07921,-0.1311,967.3,86.21,?,?,14.36,?,?,?,?,?,?,?,?,467.2,'[\'Pop\']',148517.mp3
-93.94,-2.713,0.01383,-0.4673,-0.06932,6.206,0.9698,2.298,1.933,0.7689,0.639,-1.651,-0.1962,3.962,-94.9,-2.707,0.1014,-0.5175,-0.07837,6.498,0.8883,2.238,2.061,0.8573,0.5075,-1.702,-0.1508,948.9,?,?,?,?,64.92,?,22.24,20.49,?,?,16.91,?,735.3,'[\'Pop\']',012147.mp3
-102.3,9.865,0.1608,0.8069,0.7027,4.15,0.03771,1.478,0.5501,-0.3039,-1.029,-1.797,-1.042,0.7496,-102.2,10.21,0.1952,0.7507,0.5855,4.198,0.017,1.445,0.413,-0.2788,-0.9767,-1.713,-0.9427,1022.0,102.0,?,?,?,?,?,?,?,?,?,?,?,182.7,'[\'Pop\']',064008.mp3
-109.6,16.37,-0.02313,-0.8277,-2.029,-0.6753,-2.0,-3.661,-5.698,-5.324,-3.763,-3.191,-2.099,0.2334,-109.2,16.45,0.0006718,-0.8153,-2.04,-0.7502,-2.023,-3.698,-5.683,-5.244,-3.787,-3.237,-2.185,1092.0,164.5,?,?,20.35,?,20.12,36.93,56.8,52.41,37.85,32.32,21.76,320.4,'[\'Pop\']',122503.mp3
-89.37,4.405,-0.1807,-0.7898,-0.6784,1.082,0.8864,-1.047,0.5265,-0.07899,-0.9401,-1.162,-0.4271,?,-88.73,4.51,-0.178,-0.8117,-0.6541,1.203,0.8368,-1.185,0.5205,-0.1356,-0.9411,-1.216,-0.4234,887.3,44.91,?,?,?,?,?,?,?,?,?,?,?,215.9,'[\'Pop\']',036371.mp3
-90.82,4.042,-0.2437,-0.9385,-0.05693,0.3324,2.482,1.162,1.447,0.9929,1.417,-1.27,-0.21,1.468,-90.12,3.975,-0.2549,-1.002,-0.05189,0.1638,2.493,1.171,1.479,1.023,1.372,-1.326,-0.1969,901.2,39.62,?,?,?,?,24.82,?,14.67,?,?,13.11,?,283.9,'[\'Pop\']',127911.mp3
-87.31,3.514,0.1457,0.2985,-0.3779,1.212,-0.7674,-0.556,1.316,0.8998,-0.7386,-0.5943,0.003269,?,-87.41,3.603,0.1758,0.3136,-0.4283,1.195,-0.833,-0.4502,1.29,0.9676,-0.7365,-0.5142,0.1002,874.0,35.81,?,?,?,?,?,?,?,?,?,?,?,273.6,'[\'Pop\']',126102.mp3
-111.6,-0.3666,-0.2102,-0.9249,-0.7181,3.28,0.1656,0.1844,0.6145,-0.1104,-0.8303,-0.8978,-0.6166,3.624,-112.2,-0.1624,-0.1903,-0.9601,-0.776,3.43,0.2428,0.09911,0.596,-0.1061,-0.8697,-0.8981,-0.6848,1122.0,?,?,?,?,?,?,?,?,?,?,8.699,?,1294.0,'[\'Pop\']',046846.mp3
-127.0,5.136,-0.329,0.1237,-0.1988,5.176,1.831,-1.572,-0.3217,1.318,2.205,1.194,0.01771,0.8334,-127.2,5.484,-0.3747,0.1826,-0.1721,5.113,1.746,-1.58,-0.2962,1.528,2.264,1.177,-0.03766,1272.0,?,?,?,?,51.05,?,?,?,?,22.55,11.59,?,113.0,'[\'Pop\']',023039.mp3
-100.7,10.29,2.313,1.685,-0.1224,0.8689,-3.335,-2.481,-1.687,-2.723,-0.9313,-2.644,-0.805,?,-100.2,10.32,2.33,1.736,-0.06061,0.8318,-3.358,-2.472,-1.665,-2.721,-0.9285,-2.62,-0.8275,1002.0,103.2,23.22,17.28,?,?,33.43,24.62,16.55,27.14,?,26.13,?,375.2,'[\'Pop\']',126429.mp3
-87.93,7.764,0.03189,-1.501,-1.935,-2.602,1.937,-1.147,-0.8201,-0.3858,-1.259,-0.1656,0.04341,1.797,-87.68,7.686,-0.05448,-1.501,-1.891,-2.531,1.917,-1.068,-0.809,-0.3822,-1.243,-0.1117,0.1686,876.8,76.82,?,14.9,?,25.23,19.05,?,?,?,?,?,?,391.3,'[\'Pop\']',129362.mp3
-86.68,7.457,-0.8194,-0.2176,-0.3826,4.808,2.612,-1.546,0.8771,1.095,-0.0695,0.5379,-1.002,?,-85.6,7.378,-0.8329,-0.2477,-0.4805,4.694,2.49,-1.534,0.7212,1.068,-0.07244,0.6123,-0.9778,856.0,73.72,?,?,?,46.84,24.75,?,?,?,?,?,?,246.4,'[\'Pop\']',127273.mp3
-91.04,6.567,0.589,-0.5989,-2.502,0.8756,-0.09456,-1.214,-0.08366,-0.4887,0.7841,0.03339,-1.282,1.656,-91.31,6.771,0.7854,-0.4984,-2.495,0.967,-0.06028,-1.391,-0.2662,-0.6081,0.6911,0.03437,-1.348,913.0,67.66,?,?,?,?,?,?,?,?,?,?,?,405.1,'[\'Pop\']',108459.mp3
-122.9,10.68,-0.5525,-0.03047,-0.8013,7.467,4.322,2.481,1.189,0.4741,0.4911,0.5061,-0.1157,0.2533,-122.5,10.68,-0.5419,-0.01111,-0.7682,7.511,4.328,2.47,1.212,0.5137,0.4624,0.4321,-0.103,1225.0,106.7,?,?,?,75.08,43.23,24.64,?,?,?,?,?,107.3,'[\'Pop\']',062436.mp3
-81.07,5.745,-0.7432,-0.2479,-0.5322,2.8,0.435,-1.984,0.1532,0.1844,-0.7698,-0.1823,-1.313,2.273,-81.06,5.734,-0.8368,-0.2849,-0.4602,2.898,0.5559,-1.989,0.2214,0.2218,-0.6428,-0.1601,-1.407,810.5,57.31,?,?,?,28.91,?,19.81,?,?,?,?,?,290.0,'[\'Pop\']',127268.mp3
-94.36,7.245,-0.9206,-0.3184,-0.3631,3.59,1.453,-0.03514,-0.5471,-0.5243,0.9824,0.1288,-0.4806,?,-92.31,7.164,-0.9616,-0.3628,-0.4241,3.493,1.518,-0.062,-0.5429,-0.6129,1.071,0.1669,-0.4015,923.0,71.56,9.52,?,?,34.87,?,?,?,?,?,?,?,208.7,'[\'Pop\']',127281.mp3
-118.8,5.742,0.1711,-0.1664,-0.6227,2.577,0.591,1.572,-0.1862,0.3679,0.6716,0.4421,0.6349,1.11,-118.3,5.767,0.1597,-0.1278,-0.5683,2.519,0.5124,1.527,-0.1165,0.4453,0.6303,0.4191,0.6167,1183.0,57.51,?,?,?,24.84,?,?,?,?,?,?,?,276.1,'[\'Pop\']',019758.mp3
