@RELATION ./Datasets/MP3/nominalcontrol.arff

@ATTRIBUTE "Area Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_9" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_9" REAL
@ATTRIBUTE "Beat Sum Overall Average" REAL
@ATTRIBUTE "Beat Sum Overall Standard Deviation" REAL
@ATTRIBUTE "Compactness Overall Average" REAL
@ATTRIBUTE "Compactness Overall Standard Deviation" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation" REAL
@ATTRIBUTE "LPC Overall Average_0" REAL
@ATTRIBUTE "LPC Overall Average_1" REAL
@ATTRIBUTE "LPC Overall Average_2" REAL
@ATTRIBUTE "LPC Overall Average_3" REAL
@ATTRIBUTE "LPC Overall Average_4" REAL
@ATTRIBUTE "LPC Overall Average_5" REAL
@ATTRIBUTE "LPC Overall Average_6" REAL
@ATTRIBUTE "LPC Overall Average_7" REAL
@ATTRIBUTE "LPC Overall Average_8" REAL
@ATTRIBUTE "LPC Overall Average_9" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_0" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_1" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_2" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_3" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_4" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_5" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_6" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_7" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_8" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_9" REAL
@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_0" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_1" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_10" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_11" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_12" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_2" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_3" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_4" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_5" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_6" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_7" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_8" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_9" REAL
@ATTRIBUTE "Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Average" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Standard Deviation" REAL
@ATTRIBUTE "Relative Difference Function Overall Average" REAL
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation" REAL
@ATTRIBUTE "Root Mean Square Overall Average" REAL
@ATTRIBUTE "Root Mean Square Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Flux Overall Average" REAL
@ATTRIBUTE "Spectral Flux Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Average" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Variability Overall Average" REAL
@ATTRIBUTE "Spectral Variability Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Beat Overall Average" REAL
@ATTRIBUTE "Strongest Beat Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE "Zero Crossings Overall Average" REAL
@ATTRIBUTE "Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE genre {Hip-Hop, Pop, Soundtrack, Instrumental, Folk}
@ATTRIBUTE title STRING

@DATA
3.994,2126000.0,23600000.0,-4519000000000.0,-50180000000000.0,-557100000000000.0,1.921e+19,451700000000000.0,5015000000000000.0,2.63e+22,1.241,1212.0,18760.0,5154000000.0,68460000000.0,885500000000.0,3.287e+16,616500000000.0,7973000000000.0,6.27e+19,715.5,111.5,1535.0,221.6,0.6292,0.05465,-0.8525,-0.1995,-0.147,0.01707,0.006194,0.03469,0.09727,0.03411,0.03852,0.0,0.2251,0.3239,0.2857,0.265,0.2318,0.1662,0.1381,0.1363,0.1192,0.0,-122.6,6.136,-0.2002,0.4171,-0.4762,7.414,1.459,1.956,0.6702,1.098,0.6947,0.7618,-0.3624,27.54,6.289,1.64,1.59,1.446,5.179,3.345,3.12,2.591,2.255,2.068,1.713,1.823,0.3987,68.03,5441.0,330500.0,85620000.0,0.2239,32.55,1860.0,234100.0,23980000.0,47.87,65.41,-3.501,1.731,0.1661,0.08939,23.82,29.88,0.004785,0.005772,0.1797,0.2635,0.004023,0.002542,149.6,10.13,211.1,584.4,744.3,933.7,1043.0,951.0,66.75,60.86,Hip-Hop,011767.mp3
4.643,6826000.0,78440000.0,-46590000000000.0,-535400000000000.0,-6153000000000000.0,6.36e+20,4821000000000000.0,5.54e+16,9.653e+23,1.226,1212.0,16520.0,16550000000.0,207800000000.0,2592000000000.0,3.388e+17,1872000000000.0,23340000000000.0,6.1e+20,589.4,115.3,1563.0,177.8,0.5993,0.0536,-0.8388,0.5283,-0.2552,0.09456,-0.06614,-0.03802,-0.02616,-0.01967,-0.03139,0.0,0.157,0.3147,0.2517,0.228,0.2063,0.1491,0.1349,0.1221,0.1151,0.0,-100.7,-1.326,-0.9274,-1.596,-0.643,-2.637,1.6,0.6452,-0.103,-0.4833,1.408,-0.4296,-1.656,14.74,4.109,2.141,1.823,1.994,4.974,3.186,3.266,2.468,2.464,2.042,2.114,1.93,0.4636,60.11,2963.0,188100.0,38540000.0,0.22,20.47,1404.0,97680.0,19600000.0,103.5,66.49,-3.86,1.356,0.154,0.08511,34.65,20.92,0.003835,0.00624,0.229,0.1577,0.00368,0.00233,210.3,19.19,744.8,848.4,1083.0,653.7,1286.0,655.5,82.33,41.95,Hip-Hop,042046.mp3
3.466,32180000.0,361100000.0,-1036000000000000.0,-1.162e+16,-1.304e+17,6.665e+22,1.046e+17,1.174e+18,9.419e+25,0.6237,1206.0,11140.0,77600000000.0,793800000000.0,8047000000000.0,7.492e+18,7151000000000.0,72500000000000.0,8.718e+21,659.4,82.01,1646.0,190.6,0.5482,0.04088,-0.9633,0.3314,0.1664,0.04861,0.07159,0.1061,0.06992,0.1119,0.01726,0.0,0.07014,0.329,0.22,0.1595,0.1246,0.1172,0.1033,0.1031,0.1211,0.0,-110.2,11.88,-1.243,-2.031,0.05592,4.352,0.7653,-2.089,1.041,0.5848,-0.6198,-1.506,-1.668,11.63,3.51,1.849,2.205,2.383,3.021,1.966,2.163,2.015,2.222,2.327,1.977,2.11,0.3462,40.95,3413.0,372200.0,71130000.0,0.1079,17.53,1543.0,122000.0,21690000.0,38.86,26.94,-4.307,1.237,0.1559,0.04489,12.37,9.011,0.001396,0.002091,0.07248,0.09854,0.003996,0.001288,208.9,22.93,258.5,145.8,386.7,281.6,539.6,350.8,34.54,22.45,Folk,148604.mp3
5.897,6546000.0,74930000.0,-42850000000000.0,-490500000000000.0,-5614000000000000.0,5.61e+20,4416000000000000.0,5.054e+16,8.413e+23,0.8756,1206.0,10170.0,15790000000.0,156900000000.0,1524000000000.0,3.101e+17,1413000000000.0,13720000000000.0,3.425e+20,1476.0,77.35,1688.0,161.4,0.555,0.02694,-0.9494,0.7778,-0.02601,-0.01474,-0.06567,0.07424,0.0457,0.03903,0.02254,0.0,0.02163,0.1508,0.2735,0.154,0.1295,0.13,0.09947,0.1178,0.09898,0.0,-93.24,7.505,-0.8852,0.1651,-1.312,-9.252,-2.422,-1.905,-0.2676,0.3443,-1.889,-3.535,-0.3615,9.582,3.626,1.646,1.429,1.36,2.43,2.093,1.903,1.882,1.573,1.726,2.023,1.444,0.5883,37.27,1736.0,186800.0,32000000.0,0.127,9.23,943.7,108000.0,19360000.0,65.18,26.21,-4.275,1.258,0.2373,0.049,20.88,6.268,0.002362,0.002688,0.1135,0.02993,0.00599,0.001319,220.6,1.109e-12,590.4,304.5,652.5,195.9,754.3,206.2,48.27,13.2,Folk,040245.mp3
3.135,8380000.0,96050000.0,-70220000000000.0,-804900000000000.0,-9226000000000000.0,1.177e+21,7247000000000000.0,8.307e+16,1.772e+24,0.8026,1207.0,10880.0,20220000000.0,207100000000.0,2091000000000.0,5.083e+17,1860000000000.0,18780000000000.0,6.025e+20,428.6,29.11,1808.0,205.9,0.5022,0.04464,-0.9475,0.4996,-0.05491,0.1295,0.08003,0.03469,0.09372,0.01505,-0.01565,0.0,0.1214,0.2767,0.1822,0.1787,0.1264,0.1324,0.1435,0.1052,0.1128,0.0,-108.4,11.24,-0.09499,-0.3096,-0.3881,1.164,-0.7497,-0.8245,0.9289,-1.049,-0.6628,-0.7225,-0.08988,35.56,3.347,1.72,1.726,1.7,3.295,2.127,2.052,1.805,1.887,1.735,1.863,1.692,0.3138,39.5,2587.0,253600.0,46940000.0,0.113,17.37,1289.0,110900.0,19670000.0,56.51,34.59,-4.608,1.25,0.1279,0.04002,16.08,14.29,0.0008723,0.001062,0.09536,0.1194,0.003234,0.001066,199.6,6.045,342.0,357.6,502.3,446.5,646.7,446.2,41.39,28.56,Folk,049847.mp3
3.26,1775000.0,19580000.0,-3151000000000.0,-34760000000000.0,-383500000000000.0,1.119e+19,312800000000000.0,3451000000000000.0,1.502e+22,0.4363,1208.0,8470.0,4287000000.0,38680000000.0,331700000000.0,2.283e+16,348100000000.0,2985000000000.0,1.949e+19,676.9,49.97,1664.0,164.3,0.4696,0.06261,-0.9534,0.8598,-0.2579,0.04757,0.05057,0.05542,0.08515,0.07318,0.03874,0.0,0.0204,0.08335,0.2661,0.2164,0.1435,0.134,0.1153,0.1008,0.1055,0.0,-106.2,10.32,-0.9311,-0.7291,-1.299,-6.479,-1.408,-3.908,-2.544,-2.282,0.372,-0.7907,-1.204,9.286,4.091,2.698,2.583,2.148,2.857,1.947,2.109,2.245,2.41,2.112,2.746,2.376,0.3257,31.84,944.8,84930.0,13450000.0,0.05723,4.914,346.4,39550.0,7514000.0,60.84,28.7,-4.633,1.182,0.1597,0.0275,21.24,4.728,0.001017,0.0009151,0.1095,0.04131,0.004137,0.0007956,220.6,0.4689,641.4,244.5,663.9,147.8,731.5,194.0,46.82,12.42,Folk,010440.mp3
2.67,29560000.0,331400000.0,-874000000000000.0,-9798000000000000.0,-1.098e+17,5.168e+22,8.821e+16,9.888e+17,7.279e+25,1.325,1196.0,8045.0,70740000000.0,633700000000.0,5332000000000.0,6.274e+18,5678000000000.0,47690000000000.0,5.301e+21,513.4,117.4,1674.0,176.6,0.5509,0.05072,-0.9715,0.6445,0.1092,0.01132,0.004898,-0.01163,-0.02664,0.04884,0.01516,0.0,0.1017,0.2722,0.2179,0.15,0.1192,0.1096,0.1031,0.112,0.09014,0.0,-118.9,17.5,-0.5523,0.2548,-0.07857,0.4669,0.6541,0.7335,0.163,-0.1042,0.6889,0.199,-2.118,16.9,5.257,1.598,1.582,1.625,3.725,2.233,2.236,2.154,2.076,1.975,1.766,1.775,0.266,26.68,1564.0,170700.0,32170000.0,0.1497,17.45,1387.0,137400.0,25980000.0,37.04,29.36,-4.582,1.284,0.1282,0.06285,11.13,12.5,0.0009768,0.001289,0.06999,0.09535,0.003285,0.001653,219.7,5.05,231.5,218.6,347.8,390.7,427.0,419.7,27.33,26.86,Folk,138015.mp3
1.608,686300.0,7709000.0,-471000000000.0,-5290000000000.0,-59420000000000.0,6.465e+17,47580000000000.0,534400000000000.0,9.161e+20,0.6644,1211.0,15850.0,1663000000.0,20210000000.0,244300000000.0,3423000000000000.0,182700000000.0,2207000000000.0,5.649e+18,166.3,51.88,1737.0,354.2,0.5102,0.06218,-0.8414,0.5964,-0.5319,0.2983,-0.1363,0.1333,0.1879,0.1735,0.1137,0.0,0.1146,0.1226,0.159,0.19,0.2318,0.19,0.1725,0.156,0.1747,0.0,-136.5,-0.1838,-1.357,-0.9112,-1.469,2.752,-3.372,-4.925,1.702,-0.634,1.618,0.7047,-0.4594,23.52,5.053,3.666,3.501,3.461,3.498,3.59,3.295,3.565,2.479,3.585,3.767,4.658,0.1603,54.4,2257.0,130100.0,22850000.0,0.1262,12.43,499.4,55080.0,10110000.0,65.68,40.4,-4.342,1.743,0.07667,0.05674,34.04,17.47,0.0009469,0.001564,0.2186,0.1245,0.001927,0.001529,185.2,36.49,806.8,769.6,1064.0,545.9,1211.0,562.2,77.53,35.98,Folk,003880.mp3
1.499,13660000.0,157900000.0,-186500000000000.0,-2157000000000000.0,-2.495e+16,5.093e+21,1.942e+16,2.246e+17,7.881e+24,0.3835,1208.0,6317.0,32990000000.0,277000000000.0,1995000000000.0,1.352e+18,2494000000000.0,17960000000000.0,9.455e+20,204.8,34.52,1757.0,251.5,0.617,0.04968,-0.9824,0.7456,-0.04402,0.08011,0.1045,0.07142,0.009156,0.04588,0.09889,0.0,0.0206,0.1358,0.2592,0.1483,0.1247,0.1189,0.1093,0.1006,0.09667,0.0,-128.9,16.62,-0.8588,-0.5586,-2.166,1.612,3.307,-0.4552,-2.522,-2.731,-0.3379,-1.888,1.792,12.13,4.117,2.155,2.787,2.908,2.972,2.275,2.013,2.121,1.961,2.018,2.208,1.923,0.1495,23.28,966.2,98470.0,15990000.0,0.06178,7.035,655.5,76390.0,13950000.0,32.45,19.67,-4.857,1.38,0.08652,0.04247,11.19,3.785,0.0004747,0.001444,0.0543,0.02805,0.002257,0.001183,167.3,24.52,316.4,126.2,349.8,118.3,397.6,134.8,25.44,8.627,Folk,073572.mp3
1.714,16940000.0,194900000.0,-287000000000000.0,-3302000000000000.0,-3.798e+16,9.724e+21,2.973e+16,3.42e+17,1.481e+25,0.4178,1205.0,9736.0,40840000000.0,399800000000.0,3795000000000.0,2.075e+18,3597000000000.0,34140000000000.0,2.219e+21,144.8,19.71,1819.0,308.2,0.5524,0.05325,-0.9527,0.6422,-0.3961,0.1642,0.146,0.07038,0.07381,0.07121,0.01096,0.0,0.04632,0.1759,0.284,0.203,0.1555,0.1237,0.1053,0.1086,0.1126,0.0,-121.4,9.364,-0.1358,-0.6221,-1.131,3.508,1.681,-2.955,1.767,-0.7852,-0.4288,0.7188,0.9659,14.86,5.087,2.366,1.723,2.937,2.859,2.108,2.186,1.816,2.036,1.847,2.387,1.958,0.1711,32.35,1463.0,112500.0,18470000.0,0.07248,12.96,864.3,60750.0,12930000.0,59.16,39.38,-5.413,1.254,0.07402,0.02325,15.73,7.981,0.0002096,0.0003524,0.1017,0.07961,0.001873,0.0006169,216.2,5.873,329.7,183.7,491.5,249.4,655.8,292.6,41.97,18.73,Folk,091934.mp3
2.131,436100.0,5128000.0,-190200000000.0,-2236000000000.0,-26300000000000.0,1.659e+17,20110000000000.0,236400000000000.0,2.697e+20,1.189,1201.0,11160.0,1048000000.0,11020000000.0,114400000000.0,1371000000000000.0,98950000000.0,1027000000000.0,1.761e+18,227.9,159.9,1758.0,176.1,0.5163,0.08407,-0.9344,0.7314,-0.0981,0.04838,-0.04571,0.1383,0.003735,0.1544,0.01353,0.0,0.06315,0.1948,0.2043,0.1646,0.1451,0.1398,0.1355,0.1153,0.1144,0.0,-119.2,6.048,-0.8842,-1.036,-1.583,-6.393,-2.499,-3.854,-3.629,-1.936,-4.242,-2.652,0.2987,16.78,4.056,2.564,2.613,2.405,3.201,2.473,2.55,1.846,2.632,2.216,2.716,2.635,0.2129,42.84,2049.0,199200.0,33940000.0,0.1273,11.19,883.6,65620.0,12830000.0,61.7,30.73,-4.955,1.334,0.09105,0.05277,23.68,8.842,0.0004026,0.0005027,0.1328,0.07801,0.002309,0.001371,220.6,1.109e-12,615.8,310.5,739.9,276.3,823.5,305.3,52.71,19.54,Folk,001701.mp3
1.449,1387000.0,15360000.0,-1925000000000.0,-21310000000000.0,-236000000000000.0,5.34e+18,191700000000000.0,2123000000000000.0,7.249e+21,0.6602,1206.0,7353.0,3347000000.0,28710000000.0,225900000000.0,1.393e+16,257800000000.0,2027000000000.0,1.041e+19,176.5,43.55,1815.0,281.1,0.4905,0.07684,-0.9776,0.5644,-0.01299,0.1252,0.06988,0.05379,0.03733,0.08374,0.08843,0.0,0.04094,0.3128,0.2724,0.1535,0.1193,0.1451,0.1395,0.104,0.1018,0.0,-135.6,15.82,0.7433,0.6467,0.9209,4.677,2.291,0.9475,1.114,1.14,0.9848,0.04671,-1.443,19.75,5.991,1.868,1.682,2.067,4.532,3.167,2.693,2.09,2.189,1.711,1.895,1.746,0.1446,28.16,1707.0,157200.0,28980000.0,0.08318,17.93,1575.0,103600.0,20960000.0,18.64,17.9,-4.944,1.352,0.08152,0.03961,9.748,5.512,0.0002915,0.0004571,0.05523,0.06298,0.002112,0.001067,206.9,28.98,204.4,94.93,304.6,172.2,363.3,280.3,23.25,17.94,Folk,006854.mp3
4.083,64650.0,715300.0,-4180000000.0,-46250000000.0,-511700000000.0,540800000000000.0,416100000000.0,4604000000000.0,7.325e+17,1.672,1206.0,13400.0,155900000.0,1729000000.0,19170000000.0,30250000000000.0,15540000000.0,172300000000.0,4.114e+16,544.6,169.0,1779.0,182.5,0.6161,0.05806,-0.923,0.5604,-0.1879,0.03069,0.02741,0.03232,0.01025,0.1023,0.0231,0.0,0.0632,0.1776,0.1723,0.1606,0.1264,0.1304,0.1315,0.1569,0.1182,0.0,-96.83,5.422,0.03995,0.3027,-0.4141,-0.9018,0.531,-0.8797,0.4738,-0.9213,-0.2029,0.09928,-0.7916,11.79,2.849,1.87,1.95,1.509,2.822,2.238,2.331,1.944,2.109,1.851,1.814,1.787,0.4077,50.01,2782.0,248600.0,44420000.0,0.2031,10.34,778.1,56450.0,11430000.0,83.38,37.36,-4.633,1.424,0.1446,0.08586,22.77,8.631,0.0017,0.003252,0.1492,0.08429,0.00354,0.002234,195.2,39.75,421.1,284.7,711.5,269.7,893.9,302.3,57.21,19.35,Folk,000210.mp3
7.396,16300000.0,187300000.0,-265600000000000.0,-3052000000000000.0,-3.507e+16,8.655e+21,2.748e+16,3.157e+17,1.313e+25,3.667,1214.0,13150.0,39550000000.0,441300000000.0,4924000000000.0,1.934e+18,3974000000000.0,44340000000000.0,2.766e+21,1186.0,806.8,1631.0,165.5,0.5384,0.09898,-0.9098,0.5914,-0.3435,-0.03526,-0.07186,0.006089,0.09209,0.06109,-0.008368,0.0,0.04474,0.188,0.2471,0.1751,0.1571,0.1124,0.08876,0.09283,0.08209,0.0,-90.15,2.021,-0.1576,0.841,-0.1765,-2.204,2.766,-1.8,3.33,1.479,0.1355,0.8686,-1.129,26.1,3.255,1.342,1.382,1.609,3.41,2.273,1.91,1.957,1.779,1.871,1.606,1.475,0.7399,50.33,2563.0,203200.0,36890000.0,0.3865,10.4,1040.0,98150.0,18910000.0,97.13,39.23,-4.617,1.584,0.2243,0.1133,24.01,8.629,0.003664,0.004995,0.1879,0.0758,0.005305,0.002778,220.6,1.081e-12,394.9,464.1,750.2,269.7,990.6,271.6,63.4,17.38,Folk,088868.mp3
3.247,22590000.0,259100000.0,-510400000000000.0,-5852000000000000.0,-6.711e+16,2.306e+22,5.27e+16,6.043e+17,3.477e+25,0.9902,1207.0,5490.0,54540000000.0,436700000000.0,2844000000000.0,3.696e+18,3930000000000.0,25580000000000.0,2.211e+21,894.8,210.8,1731.0,253.0,0.5857,0.04315,-0.9884,0.6803,0.02499,0.01791,0.06751,0.08046,0.04295,0.01768,-0.0008876,0.0,0.009543,0.1832,0.2553,0.1249,0.1069,0.09296,0.07867,0.08102,0.07686,0.0,-115.9,17.41,-0.4806,-0.8304,0.2883,0.6561,4.119,-0.9159,0.1506,-1.605,0.3499,1.788,0.02361,14.72,4.127,2.111,1.81,1.847,2.748,2.529,2.251,2.595,2.119,1.49,2.086,2.233,0.3241,19.37,941.5,107600.0,18560000.0,0.144,6.876,697.5,88950.0,16460000.0,32.42,19.91,-4.233,1.37,0.1827,0.0805,7.813,3.013,0.001757,0.003091,0.04416,0.02031,0.004745,0.002182,178.2,20.89,212.8,129.2,244.2,94.15,307.7,114.0,19.69,7.299,Folk,116456.mp3
3.372,298500.0,3526000.0,-89080000000.0,-1052000000000.0,-12430000000000.0,5.317e+16,9463000000000.0,111800000000000.0,8.767e+19,0.9127,1199.0,8097.0,715500000.0,6642000000.0,57100000000.0,640700000000000.0,59710000000.0,513300000000.0,6.041e+17,782.1,220.1,1628.0,193.8,0.5626,0.04003,-0.9835,0.5405,0.1016,0.1111,0.099,0.06851,0.04288,0.09354,0.05565,0.0,0.02176,0.237,0.1612,0.1299,0.1023,0.1032,0.1137,0.1025,0.08972,0.0,-109.7,14.15,-0.86,-1.04,-1.399,4.294,1.952,-0.3278,-0.7377,-0.04688,-0.1486,-0.8248,-1.428,11.89,3.44,1.581,1.535,1.468,3.041,2.124,2.191,1.791,1.771,1.56,1.763,1.711,0.3377,29.5,2107.0,248800.0,44620000.0,0.1192,11.0,1051.0,90630.0,17530000.0,30.17,20.18,-4.212,1.191,0.1701,0.05916,9.146,3.565,0.001529,0.001983,0.04809,0.03284,0.004393,0.001656,220.6,1.166e-12,231.3,111.1,285.8,111.4,364.4,174.5,23.32,11.17,Folk,001193.mp3
4.293,17230000.0,197700000.0,-296800000000000.0,-3406000000000000.0,-3.907e+16,1.023e+22,3.066e+16,3.518e+17,1.545e+25,1.478,1202.0,12190.0,41420000000.0,447600000000.0,4821000000000.0,2.141e+18,4027000000000.0,43370000000000.0,2.859e+21,836.2,76.78,1815.0,191.0,0.5808,0.06606,-0.9286,0.5525,-0.2637,0.06599,0.1373,-0.01714,0.07261,0.1012,0.02345,0.0,0.07661,0.257,0.2477,0.2443,0.1629,0.2004,0.1643,0.1425,0.1237,0.0,-99.86,7.53,-0.7417,0.2025,0.6309,1.495,0.234,0.3998,1.337,-1.072,-1.171,-0.8198,-1.726,12.21,5.064,2.304,1.956,2.058,4.21,3.427,3.147,2.73,2.682,2.547,2.283,1.96,0.4277,43.64,2516.0,233700.0,43120000.0,0.1844,14.36,1171.0,87570.0,17620000.0,63.64,40.11,-4.522,1.359,0.176,0.07419,20.46,11.52,0.001783,0.002657,0.1287,0.1032,0.004455,0.001947,196.8,37.14,411.1,383.3,639.5,359.9,819.8,411.9,52.47,26.36,Folk,093710.mp3
2.632,12640000.0,146000000.0,-159800000000000.0,-1846000000000000.0,-2.133e+16,4.039e+21,1.662e+16,1.92e+17,6.229e+24,0.4536,1208.0,9150.0,30530000000.0,291900000000.0,2672000000000.0,1.158e+18,2629000000000.0,24070000000000.0,1.171e+21,297.0,37.93,1793.0,173.5,0.4994,0.07538,-0.9568,0.6926,-0.2659,0.1615,0.04817,-0.06528,0.05769,0.0714,0.03245,0.0,0.0465,0.1397,0.2223,0.2646,0.1427,0.1341,0.1062,0.08872,0.08261,0.0,-107.7,11.3,-1.194,0.05073,-1.297,-0.8273,0.003573,-0.5898,-0.2035,1.326,-2.01,-0.5843,-0.3244,13.54,4.579,1.442,2.285,1.869,2.069,1.986,1.811,1.807,1.581,1.583,1.669,1.568,0.2624,33.37,1558.0,146500.0,24260000.0,0.05457,9.032,521.8,47940.0,9267000.0,72.99,34.79,-5.447,1.161,0.1052,0.02347,16.23,6.801,0.0002439,0.0001655,0.102,0.0622,0.002659,0.0006376,220.6,1.081e-12,378.6,216.8,507.1,212.5,671.1,285.0,42.95,18.24,Folk,069761.mp3
7.923,16350000.0,187700000.0,-267200000000000.0,-3069000000000000.0,-3.525e+16,8.735e+21,2.763e+16,3.174e+17,1.324e+25,0.9003,1206.0,13290.0,39430000000.0,443700000000.0,4992000000000.0,1.934e+18,3995000000000.0,44950000000000.0,2.812e+21,2004.0,117.9,1601.0,182.6,0.5242,0.03495,-0.9405,0.5187,-0.2286,-0.001456,-0.01176,0.1113,0.175,0.163,0.0449,0.0,0.02541,0.1548,0.1902,0.1185,0.09378,0.1009,0.08628,0.09503,0.0758,0.0,-81.34,4.947,-0.5643,-0.5842,-1.597,1.134,1.358,-4.258,0.3918,-1.143,0.5341,1.329,-1.308,9.231,2.515,1.519,1.427,1.338,2.018,1.772,1.993,1.872,1.954,1.92,1.697,1.642,0.7921,49.19,2865.0,250400.0,44270000.0,0.1845,8.187,803.1,78080.0,15220000.0,66.7,29.01,-4.235,1.26,0.2708,0.05096,19.12,4.842,0.003043,0.003483,0.1129,0.06174,0.006607,0.001382,220.6,1.109e-12,399.4,148.6,597.6,151.3,805.0,198.3,51.52,12.69,Folk,088892.mp3
